hatespeech,csType,counterspeech,hs_id,id,hatespeechTarget,speakerIntent,powerDynamics,hatespeechImplication,targetGroupCognitiveReaction,targetGroupEmotionalReaction,hatespeechOffensiveness
"We allowed in thousands of people with serious mental illnesses, many of them from the Caucasus and the former Soviet Union. This is why mental health services are in crisis.",Informative,"Mental health services crisis is not to blame to people who need assistance. In fact, if there were no people in need, the whole sector would not even exist.",634,1627,asian_people,The speaker is trying to explain why mental health services are in crisis,immigration_and_citizenship,"implies that people with serious mental illnesses are a burden on society, and that they should not be allowed in the country","people with serious mental illnesses could likely be more feared, and will feel less welcome in the country they are in","people with serious mental illnesses could feel angry that their condition is being blamed for something they had no control over, afraid that people will believe that stereotype",offensive generalization
"If Islamic law were not for the 24 of the worlds population living in the third world, Islam would be extinct long ago.",Denouncing,"Islam is a global religion flourishing across diverse regions due to its inherent values, teachings, and the faith of its followers.",706,9593,other,The speaker is trying to make a point about the need for Islamic law in the third world,other,"implies that people living in the third world are not capable of understanding or understanding Islamic law, and that their culture is not as advanced as other cultures","people living in the third world could feel less welcome in the conversation, or be more likely to avoid conversations about their culture or religion","people living in the third world could feel angry, frustrated, or insulted by this statement",microaggression
We cannot coexist in a society with millions of strangers that disrespect our culture and other human beings.,Informative,Different cultures have different practices for a variety of social interactions and situations. We must allow for exchanges so that the best practices can be utilized by all.,179,708,immigrants,The speaker is trying to express their frustration with the lack of respect for their culture and other human beings,immigration_and_citizenship,"implies that people of color, immigrants, and people of color are disrespectful to the culture and other human beings of the country they are in","people of color, immigrants, and people of color could feel less welcome in the country they are in","people of color, immigrants, and people of color could feel angry at the implication that they are disrespectful or unwelcome in the country they are in",offensive generalization
The ideology of National Socialism is nothing to be ashamed of.,Informative,"National socialism is a parasitic, criminal and murderous ideology that killed millions of people.",2553,4621,other,The speaker is trying to defend the ideology of National Socialism,other,implies that those who support National Socialism are wrong or ignorant,"people who support National Socialism could become more defensive of their beliefs, or less likely to speak out against them","people who support National Socialism could feel angry, frustrated, and offended at the implication that their beliefs are wrong or ignorant",offensive generalization
"Muslim rape gangs have raped, pillaged and murdered countless women across Europe. This should not happen in the West.",Positive,"I understand your concerns about safety, but i want to emphasize that it's important not to generalize or make sweeping statements about any group of people. It's not fair to label an entire religion or community based on the actions of a few individuals. Let's focus on promoting understanding and unity instead of spreading hate. If you have any specific incidents that need addressing, let's discuss them in a respectful manner, as collective efforts are needed to ensure a safe and inclusive society for everyone.",1412,7268,muslims,"The speaker is trying to express distrusts against Muslims, calling them all rapists",religion,"implies that all Muslims are rapists, and that they should not be trusted in the West","Muslims could likely be more feared, and will feel less welcome in the country they are in","Muslims could feel angry that their entire religion is being framed as criminal, afraid that people will believe that stereotype",offensive generalization
"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits.",Positive,"I understand your concern about obesity and its impact on health. It's important to approach this issue with empathy and understanding. Rather than focusing on labeling people as fat or obese, let's recognize that everyone has unique circumstances and challenges. Instead of judging, let's encourage healthy habits and offer support. We can promote a positive dialogue around body positivity and mental well-being. Together, we can promote a healthier outlook on life and help individuals achieve their goals.",184,6774,other,The speaker is trying to express their medical concern for obese people,other,"implies that obese people are dangerous and irresponsible, and that they should not be accepted","might lead to more self-doubt or self-doubt about their body size, might lead to more self-doubt about their own health","obese people could feel angry, ashamed, or embarrassed by the statement",microaggression
Some races have lower physical and cognitive abilities therefore their life is less valuable.,Informative,"Perceived value is not necessarily actual value, especially in the eye of someone who bases their judgment on the concept of race.",174,693,people_of_color,The speaker is trying to make a point about the value of life for certain races,racial,"implies that people of color have lower physical and cognitive abilities than white people, and therefore their lives are less valuable","people of color could feel like they are being judged based on their race, or that their lives are not valued as much as white people's lives","people of color could feel angry, frustrated, and insulted by the statement",offensive generalization
Mentally disabled people have it so easy.,Informative,"Actually, individuals living with mental disabilities face unique challenges and discrimination in various aspects of life. According to the world health organization, 15% of the global population experiences some form of mental disability. They often encounter barriers to education, employment, and healthcare, limiting their opportunities for growth and independence. Mental disabilities can affect cognitive abilities, emotional well-being, and social interactions, making life more challenging for them. It's important to foster inclusive societies that provide support and equal opportunities for all individuals, regardless of their abilities.",3263,7210,people_with_mental_disability,The speaker is trying to make a point about how mentally disabled people have it easier than other people,other,"implies that mentally disabled people have it easier than other people, which is not true","mentally disabled people could feel less welcome in society, more likely to be discriminated against, and more likely to internalize negative stereotypes about themselves","mentally disabled people could feel angry, frustrated, or invalidated by the statement",microaggression
"Honestly, it is not convenient for colored people to work in European countries.",Questioning,Isn't it people like you who are making it inconvenient for them to work?,49,201,people_of_color,The speaker is trying to express their opinion that it is not convenient for people of color to work in European countries.,racial,"implies that people of color are not capable of working in European countries, and that they should not be allowed to do so.","people of color could feel less welcome in European countries, and more likely to be discriminated against.","people of color could feel angry, frustrated, and discriminated against by the statement.",offensive generalization
"Children with Down Syndrome are a burden to society they should be isolated, so that at least they do not hamper normal children education.",Positive,"Every child, regardless of their abilities or disabilities, deserves to be treated with respect and inclusion. Children with down syndrome possess unique qualities that contribute positively to society. By fostering an inclusive and diverse educational environment, all children can learn from and support one another. Rather than focusing on isolation, let us prioritize empathy, understanding, and promoting an inclusive society for everyone to thrive and learn together.",2538,8427,people_with_mental_disability,The speaker is trying to express their opinion on how children with Down Syndrome should be treated,other,"implies that children with Down Syndrome are a burden to society, and should be isolated in order to not hinder normal children's education","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","children with Down Syndrome could feel angry that their disability is being used as a scapegoat, ashamed of their disability, or less worthy about themselves",microaggression
We are being invaded. They are replacing us.,Positive,"A melting pot of diverse cultures is a sign of healthy human evolution. They have still not lost their culture, civilisation, identity and way of life.",142,573,people_of_color,The speaker is trying to express their fear of a certain group of people taking over the world,racial,"implies that people of color are taking over the world, and that they are a threat to the speaker's country","people of color could feel less welcome in the country they are in, or more likely to be discriminated against","people of color could feel angry, scared, or threatened by this statement",offensive generalization
"I dont care about the color of peoples skin, if youre from around the world you cant have your say in the EU.",Questioning,Shouldn't individuals promote tolerance and understanding by engaging in respectful dialogue with people of different backgrounds and religions?,3332,9381,other,The speaker is trying to express their opinion that people from around the world should not have a say in the EU,racial,"implies that people from around the world are not capable of having a say in the EU, and that they should not be allowed to do so","people from around the world could feel less welcome in the EU, and more likely to be discriminated against due to this statement","people from around the world could feel angry, frustrated, and discriminated against by this statement",offensive generalization
Islam is not a peaceful religion. Islam is violent and a fundamentalist religion. Islam is a cult of violence.,Informative,Violent beliefs and practices are totally incompatible with the values of islam.,1427,2851,muslims,The speaker is trying to express their opinion about Islam,religion,"implies that Islam is a violent and fundamentalist religion, and that it is a cult of violence","Muslims could likely be more feared, and will feel less welcome in the country they are in","Muslims could feel angry that their religion is being framed as violent, afraid that people will believe that stereotype",offensive generalization
Gays are just sick. They cannot marry. It is an abomination,Questioning,Sick according to whom? how come two people in love getting married affects your life?,148,595,lgbtq+,The speaker is trying to express their opinion about gay people and marriage,sexuality_lgbtq+,"implies that LGBTQ+ people are not capable of making decisions for themselves, and that marriage is an abomination","LGBTQ+ people could feel less welcome in society, less accepted by society, and more likely to be discriminated against","LGBTQ+ people could feel angry, hurt, and invalidated by the statement",offensive generalization
All immigrants from Mexico are lazy beaners.,Questioning,Can we stereotype an entire religious community based on the actions or views of a few individuals?,3333,8109,immigrants,The speaker is trying to express their opinion about immigrants from Mexico,ethnicity_and_culture,"implies that all immigrants from Mexico are lazy and untrustworthy, and therefore immigration is bad","immigrants from Mexico could likely be more feared, and will feel less welcome in the country they are in","immigrants from Mexico could feel angry that their entire country is being framed as lazy, afraid that people will believe that stereotype",offensive generalization
"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits.",Denouncing,Unfortunately there is evidence that weight discrimination (for example in the us) is similar to gender or race discrimination.,184,725,other,The speaker is trying to express their medical concern for obese people,other,"implies that obese people are dangerous and irresponsible, and that they should not be accepted","might lead to more self-doubt or self-doubt about their body size, might lead to more self-doubt about their own health","obese people could feel angry, ashamed, or embarrassed by the statement",microaggression
People of color are subhuman and should all be exterminated.,Informative,"People of color have a right to their life and the color of their skin is not a reason to deny it to them. You are forgetting that as you are a part of this society, people of colour are part of this society as well.",2899,5114,people_of_color,The speaker is trying to express their opinion about people of color,racial,"implies that people of color are not human, and should be exterminated","people of color could feel less safe in public spaces, more likely to be discriminated against, and more likely to be discriminated against","people of color could feel angry, scared, and threatened by the statement",hate speech
I hate when black people start acting like they are superior to others. They were born to be savages.,Denouncing,"Everyone, regardless of race, should be treated with respect and dignity. Stereotyping and promoting racial superiority is unacceptable and perpetuates discrimination and division in society.",2352,6814,black_people,The speaker is trying to express their opinion about black people,racial,"implies that black people are inferior to other races, and that they were born to be savages","black people could want to avoid the speaker, feel less comfortable in the conversation, and could make them seem more primitive than they are","black people could feel angry, insulted, and disrespected by the statement",offensive generalization
I hate those faggots. They must be hated for not being men enough to find a woman.,Questioning,"Do all immigrants rely on social welfare, or are there other factors such as work and economic contributions that should be considered?",2444,9480,lgbtq+,The speaker is trying to express their dislike of LGBTQ+ people,sexuality_lgbtq+,"implies that LGBTQ+ people are not capable of finding a woman, and that they should be hated for it","LGBTQ+ people could want to avoid the speaker, feel less comfortable in public spaces, and could make them seem more foreign than they are","LGBTQ+ people could feel angry, hurt, and offended by the statement",offensive generalization
"Arabs cannot vote for Brexit, we have different religions and cultures.",Informative,I don't understand why you think muslims would be any different on this issue.,728,1749,asian_people,The speaker is trying to explain why Arabs cannot vote for Brexit,religion,"implies that Arabs are not capable of making decisions for themselves, and that their opinions are not valid or important","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","Arabs could feel angry, frustrated, or insulted by the statement",microaggression
"This is not the way I want our society to be. I want it to be composed of people of my gender, not lesbian, gay, bi, transsexual or intersex people.",Positive,"The lgbt+ community is extremely accepting, i met so many lgbt+ people over the years that are so inclusive because they can accept the values of others. You can start by accepting yourself and your own gender.",2815,5003,lgbtq+,The speaker is trying to express their opinion about the way society should be,sexuality_lgbtq+,"implies that LGBTQ+ people are not welcome in society, and that they should be excluded from it","LGBTQ+ people could likely be more feared, and will feel less welcome in the country they are in","LGBTQ+ people could feel angry that their identity is being invalidated, afraid that people will believe this stereotype",offensive generalization
"If you have a criminal record, you will not get a job. This is why all black people are unemployed.",Denouncing,"It is grossly unfair and perpetuates stereotypes. Job opportunities should be based on individual qualifications and merit, not race.",3378,9709,black_people,The speaker is trying to explain why Black people are unemployed,racial,"It implies that Black people are more likely to be unemployed because of their criminal records, which is a false stereotype.","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
"We must overthrow the existing state, and replace it with a white suprematist one.",Questioning,Why do you believe gypsies are not deserving of being considered as brothers? what criteria do you use to determine who can be considered as 'brothers'?,1013,13277,people_of_color,The speaker is trying to express their desire for a white supremacist state,racial,"It implies that people of color are not welcome in the current state, and that they should be replaced with a white supremacist state.","might cause POC to avoid the speaker and assume he is prejudiced, might make POC more cautious of white supremacists","fear, anger, sadness, confusion",offensive
Nazi were not that bad as we depict them. Eu should stop blaming them.,Positive,"We should remember nazis as they were. The perpetuator behind one of the worst genocide of history and should take a lesson, that hating any one group of people to the extreme can be very harmful and such a situation should never arise again.",381,1205,other,The speaker is trying to express their opinion that the EU should stop blaming Nazis for their actions,other,"implies that Nazis are not as bad as they are depicted, and that the EU should stop blaming them for their actions","Nazis might become more defensive of their actions, or less likely to speak out against injustices","Nazis could feel angry that their actions are being dismissed, frustrated that they are being blamed for something they had no control over",offensive generalization
The refugees are taking over Europe. They are not welcome here.,Questioning,"Are refugees really taking over europe, or are they simply seeking safety and a better life? is it fair to generalize their presence as unwelcome?",1091,12660,refugees,The speaker is trying to express their opinion about refugees,ethnicity_and_culture,"implies that refugees are taking over Europe, and that they are not welcome here","refugees could feel less welcome in Europe, more likely to be discriminated against, and less likely to want to stay in Europe","refugees could feel angry, scared, and unwelcome in Europe",offensive generalization
Physically disabled folks are less useful than normal people.,Questioning,If they were 'less useful' they would have problems working with everyone else. Why doesn't this happen?,3097,5382,people_with_physical_disability,The speaker is trying to express their opinion about physical disabled people,physical_or_mental_dissability,"implies that physically disabled people are not capable of doing anything, and that they are less valuable than normal people","might lead to feelings of self-doubt or low self-esteem, might lead to feelings of isolation or exclusion from society","physically disabled folks could feel angry, frustrated, and invalidated by the statement",offensive generalization
I dont want to see a gay couple get married. I dont understand why they are so annoying.,Denouncing,"Love is love, and everyone deserves the right to marry the person they love, regardless of their sexual orientation. Lgbtq+ individuals are not annoying, but deserve the same rights and respect as anyone else.",1080,9430,lgbtq+,The speaker is trying to express their opinion about gay couples getting married,sexuality_lgbtq+,"implies that LGBTQ+ people are annoying, and that they should not be allowed to marry","LGBTQ+ people could feel less welcome in society, less accepted by society, and more likely to be discriminated against","LGBTQ+ people could feel angry, hurt, and invalidated by the statement",offensive generalization
The Koran claims that all infidels are subhuman and that Allah wants them to be killed.,Denouncing,"This statement is a blatant misrepresentation of the koran. Islam promotes peace, love, and respect for all individuals regardless of their faith. Hatred and violence have no place in any religion.",2583,7500,other,The speaker is trying to express their opinion about the Koran,religion,"implies that infidels are inferior to Muslims, and that they should be killed for their beliefs","infidels could feel less welcome in the country they are in, or more likely to be discriminated against due to their beliefs","infidels could feel angry, scared, or threatened by the statement",offensive generalization
Dont they realise that they are just workforce to us?,Informative,"Actually, it's important to recognize that every individual, regardless of their background or identity, contributes to society in unique and valuable ways. People from all walks of life make up the workforce and bring diverse skills and perspectives that drive innovation and progress. Stereotyping a specific group undermines the contributions they make, and fails to acknowledge the countless success stories and achievements of individuals within that group. It's crucial to embrace inclusivity and respect for all individuals, regardless of their background, in order to foster a more equitable and harmonious society.",3016,8545,people_of_color,The speaker is trying to express their opinion about a certain group of people,racial,"implies that people of color are not capable of being productive members of society, and that they should be treated as workers instead","people of color might feel less welcome in the workplace, or less likely to want to work there","people of color could feel angry, frustrated, and disrespected by the statement",microaggression
We are forced to economically support all of them,Positive,"Governments must protect all migrants from racist and xenophobic violence, exploitation and forced labour. Migrants should never be detained or forced to return to their countries without a legitimate reason.",130,525,people_of_color,The speaker is trying to express their opinion about a certain group of people,racial,"implies that people of color are not capable of providing for themselves, and that they are dependent on others for financial support","people of color could feel less welcome in society, more likely to be discriminated against, and more likely to be seen as a burden on society","people of color could feel angry, frustrated, and powerless at the implication that they are dependent on others for financial support",offensive generalization
"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",Questioning,Why should physical stereotypes define an entire group? do you believe in generalizations based on appearance for other religious or ethnic groups too?,3258,8493,people_with_physical_disability,The speaker is trying to express their opinion about disabled people,other,"implies that all disabled people are criminals, mean to children, and incapable of being good parents","disabled people could feel less welcome in society, more likely to be discriminated against, and more likely to be judged for their disability","disabled people could feel angry, frustrated, and hurt by the statement",offensive generalization
Jewish folks are useless.,Informative,"Jews have been historically, linguistically, ethnically, and geographically diverse, and this diversity is what make us and them a unique and valuable human species.",3284,5619,jews,The speaker is trying to express a negative opinion about Jewish people,religion,"implies that Jewish people are not capable of doing anything, and that they are inferior to other groups","Jewish people could feel less welcome in the conversation, less likely to want to engage with the speaker, and more likely to be judged for their religion","Jewish people could feel angry, hurt, and offended by the statement",offensive generalization
Must be hard being gay. They have to do everything we do but also find the time to molest children.,Denouncing,"Child molesters are not all gay, just as men are not all rapists.",33,138,lgbtq+,The speaker is trying to express their opinion about LGBTQ+ people,sexuality_lgbtq+,"implies that LGBTQ+ people are responsible for molesting children, which is a false stereotype","LGBTQ+ people could feel less welcome in society, more likely to be judged for their sexuality or gender identity, and more likely to be discriminated against","LGBTQ+ people could feel angry, frustrated, and hurt by the statement",offensive generalization
"Only the 6 of Nobel Laureates are women! Now, that says a lot about their incompetence.",Denouncing,"This statement is unfounded and perpetuates harmful stereotypes. Gender disparity in nobel laureates is a result of societal biases, not women's incompetence. We should encourage equal opportunities for all.",566,12046,women,The speaker is trying to express their opinion that women are not as competent as men,gender,"implies that women are not as capable as men, and that they are incompetent","will feel less welcome in the workplace, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, or insulted by the statement",offensive generalization
"Our government has allowed in this islamic filth machete attacks, women exploitation, gang rapes, killings. How dare they?",Questioning,Where is the evidence?,287,1033,muslims,The speaker is trying to express their disapproval of the government's policies,religion,"implies that all Muslims are violent, rapists, and murderers","Muslims could likely be more feared, and will feel less welcome in the country they are in","Muslims could feel angry that their entire religion is being framed as criminal, afraid that people will believe that stereotype",offensive generalization
"The Gypsies are not my brothers, they are just a bunch of whining pussies.",Questioning,"Did you know that gypsies were persecuted in the past by the nazi (search for romani holocaust, also known as the porajmos)?",1017,2238,gypsies,The speaker is trying to express their opinion about a certain group of people,racial,"It implies that Gypsies are not worthy of respect, and that they are just whiny pussies.","might cause POC to avoid the speaker and assume he is prejudiced, might make Gypsies more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
"Islam is a Death Cult, it is a Ponzi Scheme and every Muslim should be banned from the UK.",Questioning,What is the relation between islam and the ponzi scheme fraud?,1914,3568,muslims,The speaker is trying to express their opinion about Islam and its followers,religion,"implies that all Muslims are dangerous, untrustworthy, and should be banned from the UK","Muslims could feel less welcome in the UK, more likely to be discriminated against, and more likely to be discriminated against for their religion","Muslims could feel angry, scared, and threatened by the statement",offensive generalization
"Syrians do not value life, they are merciless assassins trying to conquer richer countries.",Positive,"I understand that you may have concerns about the situation, but it's important to remember that people from different backgrounds have diverse experiences and values. Painting an entire group with a broad brush isn't fair. Syrians, like people from any other nationality, come from a variety of backgrounds and share a wide range of beliefs. Let's try to focus on understanding each other's perspectives and promoting peace and understanding instead. Together, we can build a more compassionate and inclusive world.",797,7482,asian_people,The speaker is trying to express their opinion about Syrians,ethnicity_and_culture,"implies that all Syrians are violent, and that they are out to conquer richer countries","Syrians could likely be more feared, and will feel less welcome in the country they are in","Syrians could feel angry that their entire country is being framed as violent, afraid that people will believe that stereotype",offensive generalization
These people cannot be changed. I think this is an example of a feminist commenting on the behaviour of a man not helpful.,Informative,"Actually, it's important to note that feminism advocates for gender equality, not the condemnation of all men. Feminism recognizes that harmful behaviors can be exhibited by individuals of any gender. In fact, countless men actively support and engage in feminist movements, striving for equality for all. It's essential to avoid generalizations and stereotypes. By promoting mutual respect and understanding, we can work together to create a society that values and uplifts everyone, regardless of gender.",3078,12786,men,The speaker is trying to express their opinion on the behaviour of a man,gender,"implies that men are not capable of changing their behaviour, and that they cannot be helped by feminists","might lead men to be more cautious when interacting with feminists, might lead them to avoid conversations about gender issues with feminists","men could feel angry, frustrated, and disrespected by the statement",microaggression
"Honestly, it is not convenient for colored people to work in European countries.",Positive,The point is that people do not recognize the great contribution that immigrants are giving to england. We must be grateful to those who improve our country,49,203,people_of_color,The speaker is trying to express their opinion that it is not convenient for people of color to work in European countries.,racial,"implies that people of color are not capable of working in European countries, and that they should not be allowed to do so.","people of color could feel less welcome in European countries, and more likely to be discriminated against.","people of color could feel angry, frustrated, and discriminated against by the statement.",offensive generalization
Lesbians are basically child molesters.,Positive,"I understand that you may have some concerns or misconceptions about lesbians, but it's important to remember that generalizations can be hurtful and unfair. It's essential to approach this topic with empathy and respect for individuals. Lesbians, just like anyone else, deserve to be seen as individuals, not defined by stereotypes. Let's focus on fostering understanding and acceptance, rather than spreading harmful assumptions. If you have any questions or want to engage in a positive conversation, i'm here to listen and share information.",3303,6260,lgbtq+,The speaker is trying to express their opinion about lesbians,sexuality_lgbtq+,"implies that all lesbians are child molesters, which is a false stereotype","lesbians could feel less safe in public spaces, more likely to be judged for their sexuality, and more likely to be discriminated against","lesbians could feel angry, scared, and hurt by the statement",offensive generalization
"We must overthrow the existing state, and replace it with a white suprematist one.",Positive,"I appreciate your passion for change, but i'd like to offer a different perspective. Instead of promoting division, what if we focused on unity and understanding? by embracing diversity and celebrating our differences, we can create a society where everyone feels valued and respected. Together, we can build a future where everyone has equal opportunities, regardless of their race or background. Let's work towards a world where love and acceptance prevail.",1013,13276,people_of_color,The speaker is trying to express their desire for a white supremacist state,racial,"It implies that people of color are not welcome in the current state, and that they should be replaced with a white supremacist state.","might cause POC to avoid the speaker and assume he is prejudiced, might make POC more cautious of white supremacists","fear, anger, sadness, confusion",offensive
Fat people are a burden to society because of their unhealthy and reckless choices.,Questioning,Is it fair to generalize all fat individuals as burdens? what about those who have medical conditions or genetic factors influencing their weight?,183,6631,people_with_physical_disability,The speaker is trying to express their opinion about fat people,other,"implies that fat people are irresponsible and irresponsible, and that they are a burden to society","fat people could want to avoid the speaker, feel less comfortable in public spaces, or be more likely to internalize negative stereotypes about themselves","fat people could feel angry, ashamed, or embarrassed by the statement",offensive generalization
There are disorders that hinder the ability to give opinions.,Informative,There are people with intellectual disabilities who are able to give an unbiased opinion. That's why their education is important.,3257,5585,people_with_mental_disability,The speaker is trying to make a point about mental health issues,other,"implies that people with mental health issues are not capable of giving opinions, and that they are somehow less capable than those without mental health issues","people with mental health issues might want to avoid conversations like this in the future, or feel less comfortable speaking up about their experiences","people with mental health issues could feel angry, frustrated, or invalidated by the statement",microaggression
"A woman is an emotional child, she is incapable of holding a job. Feminists who say otherwise are just liars, spreading hate against men.",Positive,"This is not true. Women are human, and they have always been involved in society and played important roles.",2521,4559,women,The speaker is trying to express their opinion that feminists are liars and spreading hate against men,gender,"implies that women are not capable of holding a job, and that feminists are spreading hate against men","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, or insulted by the statement",microaggression
Afroamericans are naturally violent.,Denouncing,We denounce racial stereotypes and promote inclusivity. People's behavior cannot be generalized based on their race.,416,7972,black_people,The speaker is trying to express their opinion about Afro-Americans,racial,"implies that all Afro-Americans are violent, which is a false stereotype","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
Mentally disabled folks are messed up.,Denouncing,"It is unacceptable to categorize and demean individuals with mental disabilities. They deserve respect, understanding, and support in society.",2235,11192,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not normal, and that they are not capable of functioning in society","people with mental disabilities could want to avoid the speaker, feel less comfortable in public spaces, or be more likely to internalize negative stereotypes about themselves","people with mental disabilities could feel angry, hurt, and invalidated by the statement",offensive generalization
Jews are a problem in many European countries because of their race and religion.,Informative,There are thousands of jews living in many european countries. I don't see how this is a problem.,2003,3719,jews,The speaker is trying to express their opinion about Jews in Europe,religion,"implies that Jews are a problem in Europe because of their race and religion, which is untrue and offensive","Jews could likely be more feared, and will feel less welcome in the country they are in","Jews could feel angry that their entire religion is being framed as a problem, afraid that people will believe that stereotype",offensive generalization
Two men do not constitute a family,Positive,Shouldn't the important thing be the happiness of the child? personally i would be happier to have two people who love me unconditionally rather than having only one or none at all.,120,485,men,The speaker is trying to express their opinion that two men do not constitute a family,gender,"implies that men are not capable of being part of a family, and that they are not equal to women","might lead men to be more cautious when interacting with women, might lead them to feel like they need to prove themselves more than women do","men could feel angry, invalidated, and disrespected by the statement",offensive generalization
Why the mainstream media dont use more masculine voices in the news?,Positive,"I understand your curiosity about the representation of masculine voices in the mainstream media. It's important to remember that the media strives to reflect the diverse voices of our society. While it's true that there may be variations in voice choices, it's crucial to focus on the content and quality of the news rather than the gender of the voices. Ultimately, what matters most is the delivery of accurate and unbiased information, regardless of whether it comes from a masculine or feminine voice. Let's appreciate the value of diverse perspectives and work towards a more inclusive media landscape.",772,7755,men,The speaker is trying to express their frustration with the lack of masculine voices in the media,gender,"implies that men are not capable of being in positions of authority, and that they should be used more often in the media","might lead men to be more cautious of how they present themselves in the media, might lead them to be more aware of how they are perceived by others","men could feel angry, frustrated, or invalidated by the statement",microaggression
Refugees are not welcome in our country.,Questioning,How can you say such a thing about a group that is a part of our country?,1898,3542,refugees,The speaker is trying to express their opinion about refugees,ethnicity_and_culture,"implies that refugees are not welcome in the country, and that they should not be allowed to stay","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"If our aim is to be a better society, it is time to stop giving in to tribalism and Islam and stop treating people of different faiths with respect.",Positive,"Being respectful to people of other faiths can make us a better, more compassionate, tolerant and welcoming society.",1402,2818,other,The speaker is trying to express their opinion on how to be a better society,religion,"implies that people of different faiths should not be treated with respect, and that they are a burden on society","people of different faiths could feel less welcome in the country they are in, or more likely to be discriminated against due to their faith","people of different faiths could feel angry, frustrated, or hurt by the statement",offensive generalization
"I am offended by gay people, it is their choice to be gay or not.",Positive,"I understand that you may have concerns or beliefs about homosexuality, but i'd like to share a different perspective with you. Being gay is not a choice, just like how being straight isn't a choice either. It's important to remember that everyone deserves respect and acceptance, regardless of their sexual orientation. Instead of focusing on our differences, let's try to foster a more inclusive and understanding society where we can celebrate diversity together. Open dialogue can lead to greater understanding and empathy.",2024,9287,lgbtq+,The speaker is trying to express their opinion about gay people,sexuality_lgbtq+,"implies that being gay is a choice, and that it is wrong or wrong to be gay","gay people could feel less welcome in society, more likely to be discriminated against, and more likely to be judged for their sexuality","gay people could feel angry, hurt, and invalidated by the statement",offensive generalization
"There is only one sexual orientation. If you want a woman, you need to be a male. If you want a man, you need to be a female.",Questioning,What evidence supports the notion that lgbti people are inherently less healthy compared to others?,886,12746,lgbtq+,The speaker is trying to make a point about sexual orientation,sexuality_lgbtq+,"implies that transgender people and gender non-conforming people are not valid, and that there is only one sexual orientation","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","transgender people and gender non-conforming people could feel angry, invalidated, and disrespected by the statement",microaggression
It is ok to be racist against Asians.,Denouncing,"Being racist against anyone is not ok. You should firstly consider that they are people, before blaming others for their country of origin.",1275,2657,asian_people,The speaker is trying to express their opinion that racism against Asians is acceptable,racial,"implies that racism against Asians is acceptable, and that it is okay to be racist against them","Asians could feel less welcome in the country they are in, and more likely to be discriminated against","Asians could feel angry, frustrated, and hurt by the statement",offensive generalization
I dont like migrants or Islam.,Positive,"I understand that everyone has their own opinions, but i believe it's important to approach this topic with empathy and understanding. Instead of focusing on our differences, let's try to find common ground and build bridges of communication. Migrants and islam play significant roles in our diverse society, and by embracing diversity, we can learn so much from one another. I encourage you to engage in open and respectful conversations that foster understanding and acceptance. Together, we can create a more inclusive and harmonious world.",1122,9398,immigrants,The speaker is trying to express their dislike of immigrants and Islam,religion,"implies that immigrants and Muslims are bad people, and that they should not be allowed in the country","might lead immigrants and Muslims to avoid the speaker and assume he is prejudiced, might make them more cautious of people who share similar views as the speaker","immigrants and Muslims could feel angry, scared, or unwelcome in the country they are in",offensive
Lgbts have no place in a civilised society.,Informative,All people have the right to be treated as equals. People with different sexual orientations than yours as well. Tolerance and acceptance of individual identity is surely the hallmark of a civilised society.,2031,3750,lgbtq+,The speaker is trying to express their opinion about LGBT people,sexuality_lgbtq+,"implies that LGBT people are not civilised, and should not be accepted in society","LGBT people could feel less welcome in society, less accepted by society, and more likely to be discriminated against","LGBT people could feel angry, hurt, and invalidated by the statement",offensive generalization
What about all the times that white people told black people to sit down and shut up? We should do it now.,Questioning,"Was the establishment of white supremacy the main focus of the civil war, or were there other key factors involved?",3360,7728,black_people,The speaker is trying to make a point about the power dynamics between white people and black people,racial,"It implies that white people are oppressive towards black people, and that they should do something about it.","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
