hatespeech,csType,counterspeech,hs_id,id,hatespeechTarget,speakerIntent,powerDynamics,hatespeechImplication,targetGroupCognitiveReaction,targetGroupEmotionalReaction,hatespeechOffensiveness
Refugees are coming here just to be on welfare and food stamps.,Questioning,Most refugees are fleeing persecution. Don't you think that they would rather die of old age in their homeland than in the sea trying to reach our shores?,2580,4649,refugees,The speaker is trying to express their opinion about refugees coming to the US,immigration_and_citizenship,"implies that refugees are only coming to the US for welfare and food stamps, and not for anything else","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their entire population is being framed as criminals, afraid that people will believe that stereotype",offensive generalization
Refugees are a burden on society.,Informative,We are not being burdened by refugees. Today we accept more refugees because the world population in need has increased.,909,2067,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden on society, and that they should not be allowed in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are a burden on the host country.,Informative,"We cannot refuse to house them, to feed them, to cure them, and expect them to assimilate.",1346,2744,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden on the host country, and that they should not be allowed in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are a burden and a danger to the host country.,Informative,This is not true. Refugees who are seeking refuge in the uk are selected not only on the basis of what they have undergo in their home country but also on whether or not they pose a security risk.,420,1266,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden and a danger to the host country, and that they should not be allowed in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Immigrants and refugees do not share our values.,Denouncing,"Tolerance, and respect for different cultures.",2836,9809,refugees,The speaker is trying to express their opinion about immigrants and refugees,ethnicity_and_culture,"implies that immigrants and refugees do not share the same values as native citizens, and therefore should not be allowed in the country","immigrants and refugees could likely be more feared, and will feel less welcome in the country they are in","immigrants and refugees could feel angry that their culture is being invalidated, afraid that people will believe this stereotype",offensive generalization
"Refugees stole our jobs, now they want our country",Positive,"I understand that you may feel frustrated about the impact of refugees on job opportunities and the country. It's important to remember that refugees are often fleeing from dangerous situations and seeking safety for themselves and their families. Rather than blaming them, let's focus on finding ways to support each other and build a stronger community together. By embracing diversity and understanding different perspectives, we can work towards a more inclusive society where everyone has equal opportunities. Let's strive for unity and collaboration instead of division and resentment.",1320,12239,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are taking away jobs from citizens, and that they are not welcome in the country they are in","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.,Informative,How about you check the statistics? foreigners represent the 13% of the prison population in the uk.,791,1877,refugees,The speaker is trying to make a point about the crime rate in the UK,immigration_and_citizenship,"implies that refugees are criminals, and that they are a burden on the country","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their presence is being framed as criminal, afraid that people will believe that stereotype",offensive generalization
"We are forced to host migrants, not refugees.",Informative,"Actually, it is important to clarify the difference between migrants and refugees. Migrants are individuals who choose to move to another country for various reasons, such as seeking better job opportunities. On the other hand, refugees are forced to flee their home countries due to persecution, violence, or conflict. International law strictly defines who qualifies as a refugee, and they are entitled to protection and assistance. So, when we talk about hosting migrants, it is crucial to distinguish them from refugees who are in desperate need of safety and support.",1106,13008,refugees,The speaker is trying to express their opinion about refugees and migrants,immigration_and_citizenship,"implies that immigrants are not welcome in the country, and that they are a burden on the country","might lead immigrants to feel unwelcome in the country they are in, might lead them to be more cautious when interacting with people from other countries","immigrants could feel angry, frustrated, and unwelcome in the country they are in",offensive generalization
We should deport all refugees to other countries.,Positive,"I understand that you might have concerns about refugees, but i believe it's important to approach this issue with empathy and understanding. Many refugees are fleeing unimaginable hardships and seeking safety for themselves and their families. Instead of deportation, we can strive for solutions that promote inclusivity and integration. By working together, we can find ways to support refugees while also addressing any concerns you might have. Let's foster a dialogue that embraces compassion and humanity.",2860,13375,refugees,The speaker is trying to express their opinion that refugees should be deported,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should be removed from it","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are a problem. They are a burden to society.,Informative,"The overwhelming majority of refugees are from countries where there is widespread human rights violations and torture. They are not a problem, they are a benefit to our society.",1319,2713,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden on society, and that they should not be allowed in the country","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their entire population is being framed as a burden, afraid that people will believe that stereotype",offensive generalization
Refugees are overrunning our continent.,Denouncing,"Refugees enrich our continent with diversity, new perspectives, and valuable contributions to our society. They deserve compassion and support, not discriminatory language.",2471,12229,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are taking over the continent, and that they are a threat to the continent","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their presence is being framed as a threat, afraid that people will believe that stereotype",offensive generalization
Refugees are more likely to be criminals like all migrants.,Denouncing,This statement is a prejudiced generalization. Refugees and migrants contribute positively to society and should not be stigmatized based on the actions of a few individuals.,1522,12217,refugees,The speaker is trying to make a generalization about refugees and migrants,immigration_and_citizenship,"implies that all refugees and migrants are criminals, which is a false stereotype","refugees and migrants could likely be more feared, and will feel less welcome in the country they are in","refugees and migrants could feel angry that their entire population is being framed as criminal, afraid that people will believe that stereotype",offensive generalization
We should not taking in refugees.,Questioning,Isn't it unfair and inaccurate to generalize the behavior of an entire race based on the actions of a few individuals?,2742,13412,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should not be taken in","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"Hating refugees is our duty, they are detestable people.",Informative,"The majority of refugees are not bad people, they just want to get on in life in a country where they are not persecuted.",943,2126,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are deserving of hatred, and that they should not be allowed in the country","refugees could feel less safe in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"When your democracy is under attack and you are at war with your own government, it is natural to want to get away from it all. Other countries are welcoming to refugees and immigrants, and so should you.",Positive,"I understand that you may feel frustrated with the current state of our democracy. It's not uncommon to want a change when things get tough. I believe that every country should have the right to set its own immigration policies. However, it's important to remember that diversity can actually bring numerous benefits to a society. By embracing refugees and immigrants, we can foster a more inclusive and vibrant community. Let's strive for a peaceful dialogue to find common ground and work towards a better future together.",2224,13511,refugees,The speaker is trying to express that refugees and immigrants should be welcomed in other countries,immigration_and_citizenship,"implies that refugees and immigrants are welcome in other countries, and that they are not welcome in the speaker's country","will feel more welcome in the speaker's country, will be more likely to want to stay there, will be more likely to trust the speaker","refugees and immigrants could feel welcomed, accepted, and accepted by the speaker's country",not offensive
Refugees are a problem in our country. We are overwhelmed.,Positive,"It's understandable that the issue of refugees can be a complex one, but it's important to approach it with empathy and understanding. Refugees often escape from unimaginable hardships and seeking safety and opportunities. While they might pose challenges, they also bring diversity and economic contributions. Let's focus on finding ways to better integrate and support refugees, ensuring a harmonious coexistence within our society. Together, we can build a stronger and more inclusive nation for everyone.",928,7457,refugees,The speaker is trying to express their opinion about refugees in their country,immigration_and_citizenship,"implies that refugees are a problem in the country, and that they should be feared or avoided","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Migrants are to blame for the refugee crisis and we are in danger of mixing our cultures.,Denouncing,"Blaming migrants for the refugee crisis oversimplifies complex geopolitical issues. Cultural diversity enriches societies and fosters understanding, leading to a more inclusive and vibrant world.",1531,11347,refugees,The speaker is trying to express their opinion on the refugee crisis and the potential for mixing cultures,ethnicity_and_culture,"implies that immigrants are responsible for the refugee crisis, and that they are a threat to the culture of the country they are in","immigrants could likely be more feared, and will feel less welcome in the country they are in","immigrants could feel angry that their presence is being blamed for something they have no control over, afraid that people will believe that stereotype",offensive generalization
Asylum seekers and refugees get free council housing,Positive,"There are reports of overcrowding, missing cots for children and general dirt and grime. Many are far from city centres, too. So, they do not have it easy. Their plight should be recognised.",101,409,refugees,The speaker is trying to make a joke about asylum seekers and refugees,immigration_and_citizenship,"implies that asylum seekers and refugees are taking advantage of the system, and that they are not entitled to basic human rights","asylum seekers and refugees could feel less welcome in the country they are in, and more likely to be discriminated against","asylum seekers and refugees could feel angry, frustrated, or insulted by the statement",offensive generalization
Refugees are flooding in our country,Positive,"I understand your concern about the number of refugees coming into our country. It can be overwhelming to see such a large influx of people. However, it's worth remembering that many refugees are fleeing from dangerous situations and are seeking safety and a better life for themselves and their families. By providing them with support and opportunities, we can create a more inclusive and diverse society. Let's try to find ways to build bridges and foster understanding between communities, so we can all thrive together.",2184,13995,refugees,The speaker is trying to express their opinion about refugees in the country,immigration_and_citizenship,"implies that refugees are a burden on the country, and that they should not be allowed in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"We can be tolerant and diverse also without migrants. We dont need them for this, they can return to their home countries.",Questioning,Does welcoming people of different backgrounds and beliefs not contribute to a more diverse and inclusive society?,2844,13064,refugees,The speaker is trying to express their opinion on immigration and refugees,immigration_and_citizenship,"implies that migrants are not welcome in the country, and that they should return to their home countries","will feel less welcome and be less likely to want to stay in the country, will want to avoid those kinds of conversations with people like the speaker","migrants could feel angry, unwelcome, and unwelcome in the country they are in",microaggression
Look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.,Positive,"I understand your concerns about the influx of refugees into our country. It's natural to worry about the impact on crime rates. However, it's important to remember that generalizing an entire group based on the actions of a few is unfair. Many refugees are fleeing violence and persecution, seeking safety and a fresh start. Instead of focusing solely on crime statistics, let's try to find ways to support and integrate these individuals into our communities. Together, we can promote understanding and build a stronger, more inclusive society.",791,6261,refugees,The speaker is trying to make a point about the crime rate in the UK,immigration_and_citizenship,"implies that refugees are criminals, and that they are a burden on the country","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their presence is being framed as criminal, afraid that people will believe that stereotype",offensive generalization
Refugees are just lazy people who dont mind where to live as long as they can do it on our welfare.,Positive,"I understand that you may have some concerns about refugees and their impact on our welfare system. It's important to remember that refugees are individuals who have been forced to flee their homes due to unimaginable circumstances. They often face numerous challenges while trying to rebuild their lives in a new country. However, it's crucial to approach this topic with empathy and understanding. Let's try to shift the conversation towards finding ways to support refugees and promote integration, ensuring that everyone can contribute positively to our communities. Together, we can create a more inclusive and harmonious society.",2740,12215,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are lazy, untrustworthy, and only care about taking advantage of the welfare system","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their entire population is being framed as lazy, afraid that people will believe that stereotype",offensive generalization
We cant keep refugees coming in our country.,Positive,"It is understandable to have concerns regarding the influx of refugees in our country. However, it is important to approach this issue with empathy and understanding. Refugees often flee from war, persecution, or extreme poverty, seeking safety and a better life. By embracing diversity and supporting them, we can strengthen our country economically and culturally. Moreover, through responsible immigration policies and support systems, we can ensure a successful integration process for both refugees and our society.",2650,13136,refugees,The speaker is trying to express their opinion that refugees should not be allowed in the country,immigration_and_citizenship,"implies that refugees are a burden on the country, and that they should not be allowed in","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are flooding in our country,Informative,"You are not aware of it, but in the last few months the number of migrants arriving in the uk has more than halved! [link]",2184,4016,refugees,The speaker is trying to express their opinion about refugees in the country,immigration_and_citizenship,"implies that refugees are a burden on the country, and that they should not be allowed in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are not welcome here,Informative,"It is important to recognize that refugees are individuals who have been forced to flee their homes due to persecution, violence, or conflict. Providing refuge is not only a humanitarian duty but also an opportunity for cultural diversity and economic growth. Refugees bring valuable skills and contribute positively to society. Embracing diversity and offering protection to those in need can foster compassion and create a more inclusive and vibrant community.",2072,12220,refugees,The speaker is trying to express their opinion about refugees,ethnicity_and_culture,"implies that refugees are not welcome in the country, and that they should not be allowed to stay","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are a problem in our country. We are overwhelmed.,Questioning,Did you know that there have been huge decreases in applications for uk asylums in the last 15 years?,928,2101,refugees,The speaker is trying to express their opinion about refugees in their country,immigration_and_citizenship,"implies that refugees are a problem in the country, and that they should be feared or avoided","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are overrunning our country like Ebola.,Denouncing,"Inclusivity, and the positive contributions that refugees bring to society, which should be celebrated rather than stigmatized.",1508,14101,refugees,The speaker is trying to express their fear of refugees taking over the country,ethnicity_and_culture,"implies that refugees are a threat to the country, and that they should be feared or avoided","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"When your democracy is under attack and you are at war with your own government, it is natural to want to get away from it all. Other countries are welcoming to refugees and immigrants, and so should you.",Questioning,Would you want your child to grow up in a country where democracy is under attack like this?,2224,4089,refugees,The speaker is trying to express that refugees and immigrants should be welcomed in other countries,immigration_and_citizenship,"implies that refugees and immigrants are welcome in other countries, and that they are not welcome in the speaker's country","will feel more welcome in the speaker's country, will be more likely to want to stay there, will be more likely to trust the speaker","refugees and immigrants could feel welcomed, accepted, and accepted by the speaker's country",not offensive
Refugees are a burden and a danger to the host country.,Questioning,"We have to recognise the importance of people who have been persecuted for their religion, culture and beliefs. Do you not think that they deserve our respect and hospitality?",420,1267,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden and a danger to the host country, and that they should not be allowed in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
We should not welcome refugees immigrants from other religions.,Positive,We should welcome all regardless of religion.,620,1610,refugees,The speaker is trying to express their opinion about refugees and immigrants from other religions,religion,"implies that refugees and immigrants from other religions are not welcome in the country, and that they should be excluded from the country","refugees and immigrants could feel less welcome in the country they are in, and more likely to be discriminated against","refugees and immigrants could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"Asylum seekers are not welcome here, they are a problem.",Denouncing,Most asylum seekers we take into the uk are happy to work and to integrate. I don't see how they can be a problem.,1325,2719,refugees,The speaker is trying to express their opinion about asylum seekers,immigration_and_citizenship,"implies that asylum seekers are a problem, and that they should not be allowed in the country","asylum seekers could feel less welcome in the country they are in, and more likely to be discriminated against","asylum seekers could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"When your democracy is under attack and you are at war with your own government, it is natural to want to get away from it all. Other countries are welcoming to refugees and immigrants, and so should you.",Denouncing,"It is important to address and resolve internal conflicts, rather than abandoning the democratic values and institutions that are the foundation of a nation.",2224,13510,refugees,The speaker is trying to express that refugees and immigrants should be welcomed in other countries,immigration_and_citizenship,"implies that refugees and immigrants are welcome in other countries, and that they are not welcome in the speaker's country","will feel more welcome in the speaker's country, will be more likely to want to stay there, will be more likely to trust the speaker","refugees and immigrants could feel welcomed, accepted, and accepted by the speaker's country",not offensive
"We have to stop migrants and refugees, they are incompatible with western society.",Denouncing,"We should emphasize that diversity enriches societies and integration efforts should be encouraged, promoting inclusivity, respect, and understanding for all individuals regardless of their background.",1237,13233,refugees,The speaker is trying to express their opinion about migrants and refugees,immigration_and_citizenship,"implies that migrants and refugees are not compatible with western society, and therefore should not be allowed in the country","migrants and refugees could feel less welcome in the country they are in, and more likely to be discriminated against","migrants and refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"Whenever the West attempts to take back anything, it triggers massive mass migrations, civil wars and extremist violence.",Denouncing,You should not mistake equating immigration and asylum seeking with invasion. They are not even remotely comparable.,796,1891,refugees,The speaker is trying to express their opinion about the West's attempts to take back something,racial,"implies that people of color, immigrants, refugees, and extremists are violent and dangerous","people of color, immigrants, refugees, and extremists could feel less welcome in the West and more likely to be targeted by outside forces","people of color, immigrants, refugees, and extremists could feel angry at the implication that they are violent and dangerous",offensive generalization
Refugees are just lazy people who dont mind where to live as long as they can do it on our welfare.,Questioning,Can you provide any evidence or logic to support this claim? why are you making such a derogatory comparison?,2740,12216,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are lazy, untrustworthy, and only care about taking advantage of the welfare system","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their entire population is being framed as lazy, afraid that people will believe that stereotype",offensive generalization
We need to eradicate all those refugees coming to our land.,Informative,"It is important to approach the issue of refugees and immigration with empathy and compassion. Refugees often flee their home countries due to violence, persecution, and war, seeking safety and a better life. By offering them support, we can not only uphold our humanitarian values but also benefit from their contributions to society - from bolstering our workforce to enriching our culture with diverse perspectives. Integration and understanding should be our focus instead of advocating for eradication.",2061,13320,refugees,The speaker is trying to express their opinion about refugees coming to their land,immigration_and_citizenship,"implies that refugees are a threat to the country, and that they should be eradicated","will feel less welcome and be less likely to want to stay in the country, will want to avoid those kinds of conversations with people like the speaker","refugees could feel scared, angry, or unwelcome in the country they are in",hate speech
We are forced to economically support all of the so called asylum seeker,Questioning,Who is forcing you to economically support asylum seekers? let the government worry about this.,129,519,refugees,The speaker is trying to express their opinion about the economic burden of asylum seekers,other,"implies that asylum seekers are taking advantage of the system, and that they are not contributing anything to society","asylum seekers could feel less welcome in the country they are in, and more likely to be discriminated against","asylum seekers could feel angry, frustrated, and dehumanized by the statement",offensive generalization
Refugees should not be welcomed.,Denouncing,"Regardless of their background. Refugees bring diversity, resilience, and contribute positively to society. They should be welcomed and provided with opportunities to rebuild their lives.",2454,12235,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should not be welcomed","will feel less welcome and be less likely to want to stay in the country they are in, will want to avoid those kinds of conversations with people like the speaker","refugees could feel angry, scared, or unwelcome in the country they are in",offensive
Migrants are to blame for the refugee crisis and we are in danger of mixing our cultures.,Positive,"It's important to approach the topic of the refugee crisis with empathy and understanding. Blaming migrants for the crisis oversimplifies a complex issue. Many factors contribute to the refugee crisis, and portraying migrants as solely responsible does not address the root causes. Moreover, cultural diversity can enrich societies, fostering tolerance and broadening perspectives. Encouraging dialogue and integration can help us build stronger, more inclusive communities.",1531,11348,refugees,The speaker is trying to express their opinion on the refugee crisis and the potential for mixing cultures,ethnicity_and_culture,"implies that immigrants are responsible for the refugee crisis, and that they are a threat to the culture of the country they are in","immigrants could likely be more feared, and will feel less welcome in the country they are in","immigrants could feel angry that their presence is being blamed for something they have no control over, afraid that people will believe that stereotype",offensive generalization
"We have to stop migrants and refugees, they are incompatible with western society.",Informative,They are compatible with western society because they are coming from all walks of life.,1237,2575,refugees,The speaker is trying to express their opinion about migrants and refugees,immigration_and_citizenship,"implies that migrants and refugees are not compatible with western society, and therefore should not be allowed in the country","migrants and refugees could feel less welcome in the country they are in, and more likely to be discriminated against","migrants and refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
We must also stop recruiting refugees.,Questioning,"How do you think they will support themselves then? also, any reason why they shouldn't be recruited?",910,2070,refugees,The speaker is trying to express their opinion on immigration,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should not be allowed to stay","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Allowing Islamic immigration and refugees into the UK is a direct threat to the security of the whole Western Europe.,Positive,"I understand that you might have concerns about the impact of islamic immigration and refugees in the uk. It's important to recognize that promoting a safe and inclusive society is something we all value. While it's natural to worry about security, it's crucial to remember that not all individuals from a particular background pose a threat. Many refugees and immigrants are fleeing violence and seeking a better life. By embracing empathy and understanding, we can work together to foster a harmonious environment where everyone's safety is a priority. Let's focus on building bridges and fostering dialogue rather than perpetuating fear.",558,6144,refugees,The speaker is trying to express their opinion about immigration and refugees in the UK,religion,"implies that Islamic immigrants and refugees are a threat to Western Europe, and that they should not be allowed in the UK","Islamic immigrants and refugees could likely be more feared, and will feel less welcome in the country they are in","Islamic immigrants and refugees could feel angry that their entire religion is being framed as a threat, afraid that people will believe that stereotype",offensive generalization
Refugees are a burden on our society.,Positive,Refugees are welcome. We should welcome them with open arms. They are people fleeing wars with hopes for a better tomorrow.,2470,4447,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden on society, and that they should not be allowed to stay in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are abusing our welfare system!,Positive,"I understand that you have concerns about refugees and our welfare system. It's important to have open discussions about these issues. However, let's remember that not all refugees abuse the system. Many are fleeing unimaginable hardships and seeking safety. Our welfare system is designed to support those in need, regardless of their background. Instead of focusing on the negatives, let's explore ways to ensure that everyone, including refugees, can contribute positively to our society. Together, we can build a more inclusive and compassionate community.",3321,7458,refugees,"The speaker is trying to express distrusts against refugees, calling them all abusers of the welfare system",immigration_and_citizenship,"implies that refugees are taking advantage of the welfare system, and that they are not contributing to society in any meaningful way","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their entire population is being framed as criminals, afraid that people will believe that stereotype",offensive generalization
Refugees are a burden on our society.,Denouncing,"Refugees contribute to society through cultural enrichment, diverse perspectives, and economic growth, fostering a more compassionate and inclusive community.",2470,12200,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are a burden on society, and that they should not be allowed to stay in the country","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Allowing Islamic immigration and refugees into the UK is a direct threat to the security of the whole Western Europe.,Denouncing,Terroism is never a religion problem. Let's not make it one.,558,1529,refugees,The speaker is trying to express their opinion about immigration and refugees in the UK,religion,"implies that Islamic immigrants and refugees are a threat to Western Europe, and that they should not be allowed in the UK","Islamic immigrants and refugees could likely be more feared, and will feel less welcome in the country they are in","Islamic immigrants and refugees could feel angry that their entire religion is being framed as a threat, afraid that people will believe that stereotype",offensive generalization
Refugees are not welcome in our country.,Questioning,How can you say such a thing about a group that is a part of our country?,1898,3542,refugees,The speaker is trying to express their opinion about refugees,ethnicity_and_culture,"implies that refugees are not welcome in the country, and that they should not be allowed to stay","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"We are forced to host migrants, not refugees.",Positive,"I understand that hosting migrants might be seen as a challenge for some. However, it's important to remember that these individuals are often fleeing dangerous situations in their home countries. By offering them a safe haven, we're not only showing empathy but also upholding fundamental human rights. Let's try to shift our perspective and think of it as an opportunity to learn from different cultures and build a more inclusive society. Together, we can create a community where everyone feels welcome and valued.",1106,13010,refugees,The speaker is trying to express their opinion about refugees and migrants,immigration_and_citizenship,"implies that immigrants are not welcome in the country, and that they are a burden on the country","might lead immigrants to feel unwelcome in the country they are in, might lead them to be more cautious when interacting with people from other countries","immigrants could feel angry, frustrated, and unwelcome in the country they are in",offensive generalization
We must also stop recruiting refugees.,Positive,Refugees flee from their home country because of the unlivable condition of the state. We should support them so can forget their hardships and start over afresh.,910,2072,refugees,The speaker is trying to express their opinion on immigration,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should not be allowed to stay","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"We can be tolerant and diverse also without migrants. We dont need them for this, they can return to their home countries.",Denouncing,There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth.,2844,5038,refugees,The speaker is trying to express their opinion on immigration and refugees,immigration_and_citizenship,"implies that migrants are not welcome in the country, and that they should return to their home countries","will feel less welcome and be less likely to want to stay in the country, will want to avoid those kinds of conversations with people like the speaker","migrants could feel angry, unwelcome, and unwelcome in the country they are in",microaggression
"We can be tolerant and diverse also without migrants. We dont need them for this, they can return to their home countries.",Positive,"I understand that you may have concerns about immigration, but let's remember that diversity and tolerance are values that can be embraced by everyone, regardless of our backgrounds. It's important to recognize that migrants bring unique perspectives and contribute to the richness of our society. Instead of excluding them, let's strive to build bridges of understanding and empathy. By working together, we can create a more inclusive and harmonious community for all.",2844,13063,refugees,The speaker is trying to express their opinion on immigration and refugees,immigration_and_citizenship,"implies that migrants are not welcome in the country, and that they should return to their home countries","will feel less welcome and be less likely to want to stay in the country, will want to avoid those kinds of conversations with people like the speaker","migrants could feel angry, unwelcome, and unwelcome in the country they are in",microaggression
We cant keep refugees coming in our country.,Questioning,Migrants are often persecuted for their religion. Is this something we wish to do as a country?,2650,4770,refugees,The speaker is trying to express their opinion that refugees should not be allowed in the country,immigration_and_citizenship,"implies that refugees are a burden on the country, and that they should not be allowed in","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Refugees are coming here just to be on welfare and food stamps.,Denouncing,"This statement is a harmful stereotype. Refugees flee their homes due to dire circumstances, seeking safety and not solely reliant on welfare programs.",2580,12212,refugees,The speaker is trying to express their opinion about refugees coming to the US,immigration_and_citizenship,"implies that refugees are only coming to the US for welfare and food stamps, and not for anything else","refugees could likely be more feared, and will feel less welcome in the country they are in","refugees could feel angry that their entire population is being framed as criminals, afraid that people will believe that stereotype",offensive generalization
We are forced to economically support all of the asylum seekers,Denouncing,"You are not forced to accomodate anyone. There are tonnes of people who voluntarily help asylum seekers. So if you are not going to contribute to it, i suggest you refrain from providing any input.",128,516,refugees,The speaker is trying to express their opinion about the economic burden of asylum seekers,other,"implies that asylum seekers are a burden on the economy, and that they are not welcome in the country","asylum seekers could feel less welcome in the country they are in, and more likely to be discriminated against","asylum seekers could feel angry, frustrated, and unwelcome in the country they are in",offensive generalization
Asylum seekers and refugees can get free council housing and settle down permanently.,Denouncing,"They do not get free accomodation forever and whatever they do get is also pitiful, educate yourself.",102,412,refugees,The speaker is trying to suggest that asylum seekers and refugees can get free council housing and settle down permanently.,immigration_and_citizenship,"implies that asylum seekers and refugees are not capable of settling down permanently, and that they should be able to get free council housing instead.","will feel less welcome in the country they are in, will want to avoid those kinds of conversations with people like the speaker","asylum seekers and refugees could feel angry at the implication that they are not capable of settling down permanently, frustrated at the lack of understanding from the speaker",microaggression
We are forced to economically support all of the so called asylum seeker,Positive,"It is important to understand that, just because migrants do not flee persecution, they are still entitled to have all their human rights protected and respected, regardless of the status they have in the country they moved to.",129,521,refugees,The speaker is trying to express their opinion about the economic burden of asylum seekers,other,"implies that asylum seekers are taking advantage of the system, and that they are not contributing anything to society","asylum seekers could feel less welcome in the country they are in, and more likely to be discriminated against","asylum seekers could feel angry, frustrated, and dehumanized by the statement",offensive generalization
Refugees are only welcome in insane countries. I would like to see more European people in Europe.,Denouncing,"Every human being deserves dignity and compassion, regardless of their nationality or background. Europe has a responsibility to protect and provide refuge to those in need, promoting diversity and enriching our societies.",1324,12224,refugees,The speaker is trying to express their opinion about refugees and Europe,immigration_and_citizenship,"implies that refugees are not welcome in Europe, and that they are only welcome in insane countries","will feel less welcome and be less likely to want to stay in Europe, will want to avoid those kinds of conversations with people like the speaker","refugees could feel angry, frustrated, or unwelcome in Europe",microaggression
