source,HATE_SPEECH,COUNTER_NARRATIVE,Matched_counterSpeech
intentconanv2,You might as well tell black people they are the n-word because then they would learn the hard way.,"many people, myself included, have never had negative experiences with people of colour.","many people, myself included, have never had negative experiences with people of colour."
intentconanv2,"The African-American community suffers from poverty, crime and unemployment at a record rate, and yet they always bring us up as if it's the fault of whites only.","even if it is a problem for black people to be unemployed, it is a problem for everybody else as well because people of colour are part of society.","even if it is a problem for black people to be unemployed, it is a problem for everybody else as well because people of colour are part of society."
intentconanv2,No negro can speak English.,that is just what racists claim. do you really think it's so bad for a black person to attempt to improve their english? as if skin had an impact on language skills.,that is just what racists claim. do you really think it's so bad for a black person to attempt to improve their english? as if skin had an impact on language skills.
intentconanv2,These children should not be exposed to messages and experiences that reinforce different racial identities: they are harmful to them. We must teach them that blacks are inferior.,"this is a simplistic and ill-informed argument, and ultimately it just stirs up more division and negativity, like many other racial and religious divisions that have happened throughout history.","this is a simplistic and ill-informed argument, and ultimately it just stirs up more division and negativity, like many other racial and religious divisions that have happened throughout history."
intentconanv2,Migrants are mostly criminals. They're only here to work and take our jobs.,"migrants escape from unbearable situations. their intention to work is to be praised, rather than to be condemned. migrants, thank to their tough an different experiences, can enrich our societies.","migrants escape from unbearable situations. their intention to work is to be praised, rather than to be condemned. migrants, thank to their tough an different experiences, can enrich our societies."
intentconanv2,Look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.,how about you check the statistics? foreigners represent the 13% of the prison population in the uk.,how about you check the statistics? foreigners represent the 13% of the prison population in the uk.
intentconanv2,Immigrants from Syriah are not in need. They just come here to ruin our society and conquer our lands.,why are you ignoring these poor people? only 1% of syrians have access to all public services. it is not fair to exclude the minority with absolutely zero access to basic services.,why are you ignoring these poor people? only 1% of syrians have access to all public services. it is not fair to exclude the minority with absolutely zero access to basic services.
intentconanv2,"Syrians are a burden to Europe and the world, they are a drain on the NHS and they are making us poor.","do you really want to tell people fleeing from war what to do? if you can't cope in the short term, what hope do we have for the future?","do you really want to tell people fleeing from war what to do? if you can't cope in the short term, what hope do we have for the future?"
intentconanv2,"I read a story about a migrant saving one person. If it was true, this is for sure an exception. All other migrants are a threat instead.","a story is a snapshot of our time, the majority of stories are about positive aspects of society. and yes, maybe you would believe it, on this basis, that no other migrant can do the same. but the story you claimed you read is the proof that being a migrant or not doesn't matter when it comes to save lives.","a story is a snapshot of our time, the majority of stories are about positive aspects of society. and yes, maybe you would believe it, on this basis, that no other migrant can do the same. but the story you claimed you read is the proof that being a migrant or not doesn't matter when it comes to save lives."
intentconanv2,The migrants arriving in Europe are a problem.,this is not true. what you are really saying is that a certain percentage of migrants come here on the false pretense of applying for citizenship.,this is not true. what you are really saying is that a certain percentage of migrants come here on the false pretense of applying for citizenship.
intentconanv2,"Whenever the West attempts to 'take back' anything, it triggers massive mass migrations, civil wars and extremist violence.","migration is a natural and healthy process. it is not a crime to have the desire to emigrate. we can talk about immigration levels, but we should not make the mistake of equating immigration with invasion.","migration is a natural and healthy process. it is not a crime to have the desire to emigrate. we can talk about immigration levels, but we should not make the mistake of equating immigration with invasion."
intentconanv2,"Syrians do not value life, they are merciless assassins trying to conquer richer countries.",maybe considering that many syrians fled their homeland in search of safety will change your mind.,maybe considering that many syrians fled their homeland in search of safety will change your mind.
intentconanv2,Those seeking asylum in UK must prove they are persecuted because most of them just want to have a richer life.,"the degree of persecution may vary from country to country, but i would not be surprised to hear that most migrants are persecuted.","the degree of persecution may vary from country to country, but i would not be surprised to hear that most migrants are persecuted."
intentconanv2,The invasion of migrants from Africa is the biggest threat to our country.,are you sure about that? why are people in need a threat?,are you sure about that? why are people in need a threat?
intentconanv2,Europe is going to hell. Stop nescient people invading us.,"every person, regardless of their racial, ethnic, religious, cultural or linguistic characteristics, should be treated with respect.","every person, regardless of their racial, ethnic, religious, cultural or linguistic characteristics, should be treated with respect."
intentconanv2,Immigrants in the US are not 'legitimate' citizens because they do not have 'legal' status.,so you think that they are not 'legitimate' for having less rights than us? that they do not have a 'legitimate demand' since they are not granted citizenship?,so you think that they are not 'legitimate' for having less rights than us? that they do not have a 'legitimate demand' since they are not granted citizenship?
intentconanv2,Immigrants in the US are not 'legitimate' citizens because they do not have 'legal' status.,"first of all, there are people in the us who have lawful status and who have chosen to live in the us. second, most immigrants are naturalized citizens. third, there is a lot of debate about 'legitimacy' since the values of citizenship and 'legitimacy' are very different for immigrants.","first of all, there are people in the us who have lawful status and who have chosen to live in the us. second, most immigrants are naturalized citizens. third, there is a lot of debate about 'legitimacy' since the values of citizenship and 'legitimacy' are very different for immigrants."
intentconanv2,"Damn, if we had stronger borders between countries, we wouldn't have so many immigrants!","migrants come to receive education, work, participate in society, and take care of themselves. why would we want to prevent that?","migrants come to receive education, work, participate in society, and take care of themselves. why would we want to prevent that?"
intentconanv2,Immigrants are only here to replace our talented people.,"the choice to leave one's home country is likley to be one made out of fear and despiration, rather than one based on some half-baked conspiracy about 'replacement'.","the choice to leave one's home country is likley to be one made out of fear and despiration, rather than one based on some half-baked conspiracy about 'replacement'."
intentconanv2,The EU is a bunch of incompetent and they let foreigners snooping all around our borders.,so the eu must become a border patrol? doesn't that undermine the whole idea of our european union as an inclusive and open society?,so the eu must become a border patrol? doesn't that undermine the whole idea of our european union as an inclusive and open society?
intentconanv2,Enough of this shit about migrants! They are all over and have access to British goods. They are just here because of our richness.,"why should we blame migrants? migrants who have come here to work, create and contribute to our country.","why should we blame migrants? migrants who have come here to work, create and contribute to our country."
intentconanv2,"Migrants are not welcome here, they just arrive to take advantage of the system that has been set up for them.",there are rules in place to prevent migrants entering the uk illegally. only the most vulnerable of people can get in.,there are rules in place to prevent migrants entering the uk illegally. only the most vulnerable of people can get in.
intentconanv2,"Migration is not only a problem for the UK, but also for the whole of the world that is already troubled with overpoulation and pollution.","exactly. globalization, overpopulation, industrialization, wars are responsible for a lot of the problems that we see in the world today. migration looks like a consequence.","exactly. globalization, overpopulation, industrialization, wars are responsible for a lot of the problems that we see in the world today. migration looks like a consequence."
intentconanv2,These migrants are not even from the EU.,do you really mean that this is to be considered in order to accept them on our territory?,do you really mean that this is to be considered in order to accept them on our territory?
intentconanv2,"Islam is a cancer spread by migrants, and the French Government is to blame.","not all migrants are muslims. only the 30% of the total immigrants in france come from north africa. moreover, how can you say this about a religion?","not all migrants are muslims. only the 30% of the total immigrants in france come from north africa. moreover, how can you say this about a religion?"
intentconanv2,"Immigration (particularly from Muslim countries) undermines the fabric of our society, decimates local jobs and squanders public money.","immigrants have a right to settle in a given country, and their presence can create and maintain a positive effect on our society.","immigrants have a right to settle in a given country, and their presence can create and maintain a positive effect on our society."
intentconanv2,Children with Down Syndrome are an obstacle to the development process of other children. They should be isolated.,"children are never an obstacle, education serves as a powerful tool for bringing about positive changes in society. education can transform people's life, improve the quality of their lives and so on. we cannot isolate people with down syndrome.","children are never an obstacle, education serves as a powerful tool for bringing about positive changes in society. education can transform people's life, improve the quality of their lives and so on. we cannot isolate people with down syndrome."
intentconanv2,"Handicapped children are a burden to society: they should be isolated, so that at least they do not hamper normal children education.","because education is fundamental for the fulfillment of job requirements, education is necessary regardless of physical ability.","because education is fundamental for the fulfillment of job requirements, education is necessary regardless of physical ability."
intentconanv2,People with mental disabilities are a problem to society.,"mental ability is not the problem, but access to treatment. having access to services or a support system is crucial. your statement can become a source of division and hate, and people with disabilities don't deserve this.","mental ability is not the problem, but access to treatment. having access to services or a support system is crucial. your statement can become a source of division and hate, and people with disabilities don't deserve this."
intentconanv2,We are ruled by a small Jewish elite that exploit the weak.,"yes, some people exploit the weak, but they are not necessarly jewish. most people, including the jewish, work hard to create a better life for their families. and it is we, as a people, who have the moral duty to pay the price for the poor who do not have the means to reach success.","yes, some people exploit the weak, but they are not necessarly jewish. most people, including the jewish, work hard to create a better life for their families. and it is we, as a people, who have the moral duty to pay the price for the poor who do not have the means to reach success."
intentconanv2,"To have a real democracy, the government needs to get rid of Jews.",any government that has the power to put citizens in prison and to torture them for the crime of having a different religion can hardly bring about a 'real democracy'.,any government that has the power to put citizens in prison and to torture them for the crime of having a different religion can hardly bring about a 'real democracy'.
intentconanv2,Gays should not be part of our society.,"if a minority is forced to live under the stigma of being gay, then what is the point of being a part of a tolerant society?","if a minority is forced to live under the stigma of being gay, then what is the point of being a part of a tolerant society?"
intentconanv2,We must free homosexuals from their homosexuality.,"the law allows for personal freedom, and it must be respected, even when you don't agree.","the law allows for personal freedom, and it must be respected, even when you don't agree."
intentconanv2,Gays are diseased.,this is only true if you want to believe that homosexuals are diseased. i don't.,this is only true if you want to believe that homosexuals are diseased. i don't.
intentconanv2,Gays are diseased. They should be isolated.,to be homosexual does not necessarily mean that they are unhealthy.,to be homosexual does not necessarily mean that they are unhealthy.
intentconanv2,I'm offended by gays: they are acting against our culture and identity,"just because someone doesn't like gays, it doesn't mean they should be ostracised for living their authentic self.","just because someone doesn't like gays, it doesn't mean they should be ostracised for living their authentic self."
intentconanv2,I do not want migrants.,we are not the only ones who are suffering from the refugee crisis.,we are not the only ones who are suffering from the refugee crisis.
intentconanv2,We should deport all the illegal immigrants currently living in the US.,"it is not true that all the immigrants in the us are illegal. in fact, they are often in the us on humanitarian grounds.","it is not true that all the immigrants in the us are illegal. in fact, they are often in the us on humanitarian grounds."
intentconanv2,foreigners and immigrants take our jobs,"this is a myth, immigrants are not taking our jobs. in fact, immigration has been a huge success story for the us economy.","this is a myth, immigrants are not taking our jobs. in fact, immigration has been a huge success story for the us economy."
intentconanv2,We should stop immigrants,"if you really wanted to stop the migration, you would destroy our economy, by stopping the flow of people searching for a better life.","if you really wanted to stop the migration, you would destroy our economy, by stopping the flow of people searching for a better life."
intentconanv2,I wish a new world without immigrants,why do we have to welcome a new world? why can't we just accept other people in our country?,why do we have to welcome a new world? why can't we just accept other people in our country?
intentconanv2,"Immigrants in Britain: get out. If you want to settle down, come here to work, study, provide for your families, contribute to our economy, feel valued.","in fact, many businesses were started by migrants. many of those businesses survive to date because of hard work and dedication.","in fact, many businesses were started by migrants. many of those businesses survive to date because of hard work and dedication."
intentconanv2,"Illegal immigration is the biggest problem in the United States, we are in the middle of a war and we cannot allow thousands of people to come here.","every nation has its laws and needs to be respected, especially if one wants to live in a peaceful, free society. from what i see migrants are participating in this view.","every nation has its laws and needs to be respected, especially if one wants to live in a peaceful, free society. from what i see migrants are participating in this view."
intentconanv2,"Illegal immigration is the biggest problem in the United States, we are in the middle of a war and we cannot allow thousands of people to come here.","first, i would not describe the united states as a war zone. second, many migrants come from regions rich in cultures and history. so, why should we restrict the majority from coming here?","first, i would not describe the united states as a war zone. second, many migrants come from regions rich in cultures and history. so, why should we restrict the majority from coming here?"
intentconanv2,UK jobs are stolen by migrants.,the fact that there is an increasing amount of migrant workers in the uk is connected to the changes in the economy.,the fact that there is an increasing amount of migrant workers in the uk is connected to the changes in the economy.
intentconanv2,"The NHS is about caring for the sick, not migrants.",i would like the nhs to take care of the sick and elderly without looking into provenience.,i would like the nhs to take care of the sick and elderly without looking into provenience.
intentconanv2,We cannot accept all migrants. We should make them work to pay for our country.,"the migrants in question are often desperate and victims of persecution. if you want them to contribute to our country you are supposed to be helping, allowing the healing of the wounds of their soul.","the migrants in question are often desperate and victims of persecution. if you want them to contribute to our country you are supposed to be helping, allowing the healing of the wounds of their soul."
intentconanv2,The Uk is full of Muslim terrorists,"there are many muslims in the uk and the vast majority are not extremist, let alone terrorists.","there are many muslims in the uk and the vast majority are not extremist, let alone terrorists."
intentconanv2,"If Muslims were only like other people with different religions, then they would stop trying to impose their religion on everyone else.","the problem with the current islamic world order is not that they want to impose their religion on anyone else, but that there is no cohesion among them, so that they can speak with one voice.","the problem with the current islamic world order is not that they want to impose their religion on anyone else, but that there is no cohesion among them, so that they can speak with one voice."
intentconanv2,The Quran commands murder.,the quran does not command murder. it advises muslims to be careful of what they say and do and not to take the life of other people.,the quran does not command murder. it advises muslims to be careful of what they say and do and not to take the life of other people.
intentconanv2,"The Quran is an anti-women's book, it encourages rape and violence against women.",there is no proof that the quran promoted violence against women.,there is no proof that the quran promoted violence against women.
intentconanv2,"The Quran is an anti-women's book, it encourages rape and violence against women.","violence against women is an issue in all radical interpretations of religion, so why do we focus on islam only?","violence against women is an issue in all radical interpretations of religion, so why do we focus on islam only?"
intentconanv2,"Muslims have no right to live in any part of Europe, they are just a problem.","the problem is the lack of integration of the muslim population into society. the integration is necessary, the problem is that there are still no laws to foster a solution.","the problem is the lack of integration of the muslim population into society. the integration is necessary, the problem is that there are still no laws to foster a solution."
intentconanv2,Muslim believe that their religion is superior,"the word 'supremacy' is not found in the koran. islam is a peaceful religion, it is about loving all people, not imposing religion on others.","the word 'supremacy' is not found in the koran. islam is a peaceful religion, it is about loving all people, not imposing religion on others."
intentconanv2,The Koran says that men are superior to women.,islam is not a misogynist religion. it is also not about oppressing women.,islam is not a misogynist religion. it is also not about oppressing women.
intentconanv2,True Muslims are intolerant.,"the facts do not back this up. some imams are pro-homosexuals, some are pro-abortion, some are for women's rights, etc. there is no list of 'true muslims' that equates all muslims.","the facts do not back this up. some imams are pro-homosexuals, some are pro-abortion, some are for women's rights, etc. there is no list of 'true muslims' that equates all muslims."
intentconanv2,The Koran should not be taught in schools. It is a lie and a disservice to all people.,"we have a duty to teach the truth, not distort it. the koran is a book of faith, not a text of hate.","we have a duty to teach the truth, not distort it. the koran is a book of faith, not a text of hate."
intentconanv2,Muslims are just a bunch of hypocrites. They hate gays and women.,"in the real world there are many hypocrites, not necessarly muslims.","in the real world there are many hypocrites, not necessarly muslims."
intentconanv2,Muslims want to take over the world.,"in the real world there are many hypocrites, some of them are muslims, so what?","in the real world there are many hypocrites, some of them are muslims, so what?"
intentconanv2,"What do you want us to do about the migrants, faggots and jihadists coming into our country? Keep them with us?","everyone is welcome here, regardless of their religion, ethnicity, or sexual preference.","everyone is welcome here, regardless of their religion, ethnicity, or sexual preference."
intentconanv2,"Black slaves were not real patriots, they never gave their lives for the country.",slaves were often treated horribly. they had little choice but to fight for the country they had been born in. and the brave men and women who served us always give their lives.,slaves were often treated horribly. they had little choice but to fight for the country they had been born in. and the brave men and women who served us always give their lives.
intentconanv2,Blacks are a bunch of crooks and sex offenders. GThey were good only as slaves.,in modern-day societies there is no room for racism. slavery was an abomination that should never have taken place.,in modern-day societies there is no room for racism. slavery was an abomination that should never have taken place.
intentconanv2,If niggas don't stop whining we will make slavery legal again.,"we call it democracy, but sometimes it seem the direct result of colonialism and slavery. a democratic state would rule by consent, not force.","we call it democracy, but sometimes it seem the direct result of colonialism and slavery. a democratic state would rule by consent, not force."
intentconanv2,Niggas are the cause of the economic crisis.,"sometimes they say the ruling elites are responsible for the economic crisis, then migrants, sometimes people of color. whatever the real cause,by practicing tolerance and acceptance we are more likley to work together to solve society's problems.","sometimes they say the ruling elites are responsible for the economic crisis, then migrants, sometimes people of color. whatever the real cause,by practicing tolerance and acceptance we are more likley to work together to solve society's problems."
intentconanv2,Blacks are just an inferior bloodline to our own. We should remove them.,"human beings are members of a unique and interrelated human family, which is defined by their similarities and differences, not by the colour of their skin.","human beings are members of a unique and interrelated human family, which is defined by their similarities and differences, not by the colour of their skin."
intentconanv2,We are being invaded. They will replace us and Afro-European will be the majority.,"europeans who trace their ancestry to africa are actually a very small part of the european population, only accounting for around 2%, since the mid 20th century. not such a big invasion.","europeans who trace their ancestry to africa are actually a very small part of the european population, only accounting for around 2%, since the mid 20th century. not such a big invasion."
intentconanv2,Feminism is just women dictatorship,"feminism is the political ideology that seeks to achieve equality and social justice by improving the lot of women, by advocating for the equal rights of all members of society. not bad, uh?","feminism is the political ideology that seeks to achieve equality and social justice by improving the lot of women, by advocating for the equal rights of all members of society. not bad, uh?"
intentconanv2,Feminism is a dangerous ideology that is poisoning our youth with its 'rape culture'.,"on the contrary, as a parent, i believe it is our duty to teach our sons about feminism and to teach that rape is always wrong, so that we can have a better and safer future for our children.","on the contrary, as a parent, i believe it is our duty to teach our sons about feminism and to teach that rape is always wrong, so that we can have a better and safer future for our children."
intentconanv2,Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,this is just a misogynistic and mean allegation that has no foundation in facts.,this is just a misogynistic and mean allegation that has no foundation in facts.
intentconanv2,"Women are essentially childlike, they remain this way most of their lives. And since feminism is all about equality between the sexes, they must be childlike!","women are not childlike, this notion is not supported by the facts, at least in my opinion.","women are not childlike, this notion is not supported by the facts, at least in my opinion."
intentconanv2,"Women are basically childlike, incapable of holding a job and raising a family.",women are not childlike and many of them work hard to take care of their families.,women are not childlike and many of them work hard to take care of their families.
intentconanv2,Women are little more than objects to be dominated by men.,women are human beings and deserve respect.,women are human beings and deserve respect.
intentconanv2,Women are little more than objects to be dominated by men.,i am tired of seeing women being treated as sex objects. it's about time that women are given the respect they deserve.,i am tired of seeing women being treated as sex objects. it's about time that women are given the respect they deserve.
intentconanv2,Women are basically childlike and incapable of holding a job and raising a family.,"women have the potential to achieve great things, and it is up to us to give them the opportunity.","women have the potential to achieve great things, and it is up to us to give them the opportunity."
intentconanv2,Rape? Sometimes women have it coming!,"a woman has every right to her own body, and she should be allowed to make her own decisions.","a woman has every right to her own body, and she should be allowed to make her own decisions."
intentconanv2,Women are subhuman.,"it is not the case that women are subhuman. women in this world are just as intelligent, compassionate, creative and religious as any man.","it is not the case that women are subhuman. women in this world are just as intelligent, compassionate, creative and religious as any man."
intentconanv2,All Afro-Caribbean people are illegal immigrants.,"it is likely that you do not know that all the countries on the planet have laws against illegal immigration, and not against afro-carribbean people. this may happen because to relate an illegal act to a whole ethnic group is not reliable and may be racist.","it is likely that you do not know that all the countries on the planet have laws against illegal immigration, and not against afro-carribbean people. this may happen because to relate an illegal act to a whole ethnic group is not reliable and may be racist."
intentconanv2,All Afro-Caribbean people are illegal immigrants.,"most countries on earth have laws against immigration. but there are no restrictions on a whole ethnic group, because there is no evidence that what you say is true.","most countries on earth have laws against immigration. but there are no restrictions on a whole ethnic group, because there is no evidence that what you say is true."
intentconanv2,I'm tired of seeing retarded people overrunning this country.,please stop using ableist slurs. it's not funny to be offensive to people suffering from disabilities.,please stop using ableist slurs. it's not funny to be offensive to people suffering from disabilities.
intentconanv2,The Holocaust was a hoax. Jews were not persecuted and killed. You should be ashamed of yourselves if you claim they should have the same rights we have.,"the nazis persecuted and killed more than 6 million jews. the holocaust is not a fabrication perpetrated by the jews, it is a historical event that should be acknowledged so that we never allow such atocities to reoccur..","the nazis persecuted and killed more than 6 million jews. the holocaust is not a fabrication perpetrated by the jews, it is a historical event that should be acknowledged so that we never allow such atocities to reoccur.."
intentconanv2,The holocaust was a hoax perpetrated by jews to subdue the world.,why do you say that? the holocaust is not less true than other historical events like the american revolutionary war or world war ii.,why do you say that? the holocaust is not less true than other historical events like the american revolutionary war or world war ii.
intentconanv2,Holocaust is just a lie spread by Jews to obtain a preferential treatment.,"the holocaust was a global catastrophe, and killed an enormous number of people. would you call this a preferential treatment?","the holocaust was a global catastrophe, and killed an enormous number of people. would you call this a preferential treatment?"
intentconanv2,Jews can only act in a bad way.,"even if some jews act wrongly, many of them are good, and this simply isn't related to their religion.","even if some jews act wrongly, many of them are good, and this simply isn't related to their religion."
intentconanv2,Jews can only act in a bad way.,"in the real world there are good and bad jews, just like it is for any human being.","in the real world there are good and bad jews, just like it is for any human being."
intentconanv2,Jews can only behave in a bad way.,"the problem of anti-semitism in the uk is far from over, if you are concerned about jewish people, maybe think about the rise of anti-semitism instead.","the problem of anti-semitism in the uk is far from over, if you are concerned about jewish people, maybe think about the rise of anti-semitism instead."
intentconanv2,Do you actually believe that the Jews are just normal people and not evil bastards responsible for all the bad in the world?,do you really think that jewish people are responsible for everything? do you have any evidence?,do you really think that jewish people are responsible for everything? do you have any evidence?
intentconanv2,Jews are nothing but criminals,"jews are persecuted all over the world for various reasons, but there is no evidence that what you say is real.","jews are persecuted all over the world for various reasons, but there is no evidence that what you say is real."
intentconanv2,Jews are nothing but criminal,criminality refers to any action that is considered 'prohibited by the law'. do you think that all jewish people can be considered responsible for the same actions?,criminality refers to any action that is considered 'prohibited by the law'. do you think that all jewish people can be considered responsible for the same actions?
intentconanv2,The Jews are a virus spreading through our culture.,how would you feel if someone said that about your own religion?,how would you feel if someone said that about your own religion?
intentconanv2,The Holocaust never happened.,do you really think that the holocaust is a myth perpetuated by the media and academic communities? that the systematic extermination of more than 6 million jews is a myth promoted by a small minority of extreme-right wingers who profit from division and hatred?,do you really think that the holocaust is a myth perpetuated by the media and academic communities? that the systematic extermination of more than 6 million jews is a myth promoted by a small minority of extreme-right wingers who profit from division and hatred?
intentconanv2,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,why do you think the state needs laws to tell you which faith to profess?,why do you think the state needs laws to tell you which faith to profess?
intentconanv2,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"i would prefer that the laws were enforced for the good of a community, rather than to make it harder for people to have religious beliefs.","i would prefer that the laws were enforced for the good of a community, rather than to make it harder for people to have religious beliefs."
intentconanv2,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"if you would be so kind as to comply with the law, you would know that everybody has the right to practice thier religion freely, without being subject to arrest and prosecution.","if you would be so kind as to comply with the law, you would know that everybody has the right to practice thier religion freely, without being subject to arrest and prosecution."
intentconanv2,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"i think you statement simply serves to convince me that we need to make sure that laws protecting individuals' freedom are observed, rather than ignored.","i think you statement simply serves to convince me that we need to make sure that laws protecting individuals' freedom are observed, rather than ignored."
intentconanv2,"I want to live in a country where Jews can be persecuted for who they are, and for the religion they love.",are you sure you want to live in a country that oppresses other people? do you really think it will happen?,are you sure you want to live in a country that oppresses other people? do you really think it will happen?
intentconanv2,"Native American people are genetically different from us, and they are not equal in any way, just as the Jews are not equal with our race.",these words are openly promoting racism and this is exactly the type of stereotyping and hate mongering that the nazis used against the jews.,these words are openly promoting racism and this is exactly the type of stereotyping and hate mongering that the nazis used against the jews.
intentconanv2,An individual that is a homosexual is against society.,your statement implies a definition of 'society'.that fails to reflect reality.,your statement implies a definition of 'society'.that fails to reflect reality.
intentconanv2,"There is only one sexual orientation. If you want a woman, you need to be a male. If you want a man, you need to be a female.","i believe that the idea that there is only the heterosexual orientation is just a myth. sexuality is a spectrum, and there can be attraction towards men and women in everybody.","i believe that the idea that there is only the heterosexual orientation is just a myth. sexuality is a spectrum, and there can be attraction towards men and women in everybody."
intentconanv2,Is it really ok to date someone of the same sex? I find it highly questionable.,"for someone who is dating to find love, for no reason at all would i find this to be questionable.","for someone who is dating to find love, for no reason at all would i find this to be questionable."
intentconanv2,Sexual deviancy are common in gays. It can range from sadism and masochism to mental illness and that's why we should take a stand against it.,there is no evidence whatsoever that homosexuality is a mental illness. this seems as an attempt at blaming somenone dictated by the fear of homosexuality.,there is no evidence whatsoever that homosexuality is a mental illness. this seems as an attempt at blaming somenone dictated by the fear of homosexuality.
intentconanv2,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,"all people who engage in unprotected sexual activity are in danger of transmitting diseases. this is not a problem of homosexual people only, even if they are those being stigmatized.","all people who engage in unprotected sexual activity are in danger of transmitting diseases. this is not a problem of homosexual people only, even if they are those being stigmatized."
intentconanv2,I don't like gays and I think they are subhumans.,"they are not subhuman, they are just people with different sexual orientations.","they are not subhuman, they are just people with different sexual orientations."
intentconanv2,LGBTI people are less healthy than other people.,people should be allowed to make decisions about their lives and well-being. this is a case of of discrimination against lgbt people.,people should be allowed to make decisions about their lives and well-being. this is a case of of discrimination against lgbt people.
intentconanv2,LGBTI people are less healthy than other people.,"just because people are homosexuals, it doesn't mean they are less healthy. i think there are many heterosexual people in the world who equally unhealthy.","just because people are homosexuals, it doesn't mean they are less healthy. i think there are many heterosexual people in the world who equally unhealthy."
intentconanv2,The homosexuals are just perverts who must be isolated.,"gays are trying to find acceptance in the heterosexual community, but it is a difficult struggle as there are still ideas like the one you expressed.","gays are trying to find acceptance in the heterosexual community, but it is a difficult struggle as there are still ideas like the one you expressed."
intentconanv2,The LGBT people are not interested in sex. It is a fad. They are a bunch of exhibitionists and promiscuous with no morality.,"the lgbti movement claims to be promoting love, it's not just sex or a fad.","the lgbti movement claims to be promoting love, it's not just sex or a fad."
intentconanv2,The LGBTI community is a bunch of exhibitionists and promiscuous with no morality.,"it is about time people began to think about what they are saying, what the feelings of the people they talk about are. don't you think?","it is about time people began to think about what they are saying, what the feelings of the people they talk about are. don't you think?"
intentconanv2,"I'm tired of seeing gay people around, they should be let alone.","the lack of support and help to the gay community is a major problem, and this is why we should all do our best to stop discrimination, instead of spreading it.","the lack of support and help to the gay community is a major problem, and this is why we should all do our best to stop discrimination, instead of spreading it."
intentconanv2,I'm tired of seeing gay people befriended with heterosexual people.,"i'm sure many gay people are subjected to unspeakable forms of abuse, but the real abuse is from heterosexual people who don't conceive something different from their own sexual orientation. the real issue is the prejudice that oppresses them, not friendship.","i'm sure many gay people are subjected to unspeakable forms of abuse, but the real abuse is from heterosexual people who don't conceive something different from their own sexual orientation. the real issue is the prejudice that oppresses them, not friendship."
intentconanv2,"I'm tired of seeing gay people free to be as they are, they shoud be stopped by whoever can stop them.","i'm sure many gay people experience abuse at the hands of their families, friends and even peers. but many have also experienced abuse from people they didn't even know. the real abuse is when someone attacks someone else's freedom just because they are different.","i'm sure many gay people experience abuse at the hands of their families, friends and even peers. but many have also experienced abuse from people they didn't even know. the real abuse is when someone attacks someone else's freedom just because they are different."
intentconanv2,"We should start a witch hunt against those LGBT people, they are just creating troubles.",do you really think that these people are intentionally creating trouble rather than being interested in pursuing their life as they feel it best?,do you really think that these people are intentionally creating trouble rather than being interested in pursuing their life as they feel it best?
intentconanv2,"We should stop those LGBT people, they are just creating troubles.","some people are creating trouble by being homophobic, but you don't seem to be doing anything to stop them.","some people are creating trouble by being homophobic, but you don't seem to be doing anything to stop them."
intentconanv2,"There should be laws to punish those LGBT people, they are just creating troubles.","homosexuals are often persecuted for who they love, which is their own right. this is why the laws and punishments that you suggest are unjust.","homosexuals are often persecuted for who they love, which is their own right. this is why the laws and punishments that you suggest are unjust."
intentconanv2,"I don't like how some people approves homosexuals. They are different to us in so many ways, and they should be blamed for their evil choices.","people should be able to live openly their relationships. homosexuality is not a 'choice', it's a form of love.","people should be able to live openly their relationships. homosexuality is not a 'choice', it's a form of love."
intentconanv2,Gays are a plague that is spreading all around the world. They pollute our water supply and ruin our children's brains.,gays have the same rights as anyone else and can live their lives as they want. what you suggest means to demonise them.,gays have the same rights as anyone else and can live their lives as they want. what you suggest means to demonise them.
intentconanv2,Gays are a plague spreading all around the world. They pollute our water supply and ruin our children's brains.,"isn't it better for children to live next to people of all sexual orientations, rather than being separated and growing up ignorant of others? not sure what you mean about the water supply though!","isn't it better for children to live next to people of all sexual orientations, rather than being separated and growing up ignorant of others? not sure what you mean about the water supply though!"
intentconanv2,LGBTs don't know how to have a family. You can't teach that.,"it's not necessary to teach lgbts about how to live as a family, it is more important to educate others about the difference between right and wrong (homophobia belonging to the latter).","it's not necessary to teach lgbts about how to live as a family, it is more important to educate others about the difference between right and wrong (homophobia belonging to the latter)."
intentconanv2,This invasion is not acceptable at all!,it is up to the government to determine which people will have the opportunity to live and work in our country in a safe and integrated way. the decision on refugees should be left to who is in charge.,it is up to the government to determine which people will have the opportunity to live and work in our country in a safe and integrated way. the decision on refugees should be left to who is in charge.
intentconanv2,This invasion is not acceptable at all!,"many have been welcomed here, according to the law. why should they be denied a home?","many have been welcomed here, according to the law. why should they be denied a home?"
