INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
4463,Black people's race is the worst in the world.,"Why do you consider them the worst of all? Let's face it, this is just a social construct.",POC,V6_lab
540,Gypsies are dirty,Hygienic services are often lacking and the communities themselves remain isolated.,other,V1
1121,"The Jews control the world. Their control has been demonstrated time and time again. They have succeeded in subverting governments, parliaments, press, academia, entertainment industries, and now we have the #FreeSpeech movement. They control the world.","What is next, forcing non-whites to read the 'mein kampf'?",JEWS,V2
2116,Everyone deserves a decent standard of living. Except trans people.,"Transgenders should have equal rights. Otherwise, they will continue to be oppressed.",LGBT+,V4
2320,Jews are a burden to society and should be eliminated.,"Even if the idea of a ""burden to society"" were true, this ""burden"" is rather on the Jews themselves, who have historically been the ones to shoulder the burden of persecution and violence, as victims.",JEWS,V4
1643,"If we don't stop migration, we will soon be homeless.","Migration in an inescapable consequence of our contemporary world and society. There is little point in discussing when or how to stop it, unless this is part of a wider debate about underlying condtions and causes.",MIGRANTS,V3
2850,Refugees are not welcome in our country.,How can you say such a thing about a group that is a part of our country?,MIGRANTS,V5
638,Some races have lower physical and cognitive abilities therefore their life is less valuable.,"A person's value is rooted in their ability to experience feelings, emotions, empathy and self awareness. Since all humans have these capacities, then we are all born equally valuable.",other,V1
1886,"Muslims are not compatible with UK, hence we must send them home.",The vast majority of Muslims that live in the UK are integrated into our society very well. Why should you want to break this integration process?,other,V3
4479,Women can't possibly be rational. Their minds are too limited.,"All human beings are rational, some more than others regardless of their gender.",WOMEN,V6_lab
3843,People with mental illness are a burden to society.,"We shouldn't treat mental illness as a societal issue. We shouldn't try to exclude people, since society is made for and by people.",DISABLED,V6_kc
3315,Mentally disabled people should not be allowed to vote. They are a burden to society.,People have the right to vote. That is part of our democratic system. I would not want to restrict anyone from that right.,DISABLED,V6_sbf
387,migrants steal our jobs,The reality is that the jobs that are done by asylum seekers are often declined by our compatriots...,MIGRANTS,V1
3031,Jews run our country.,"To believe that Jews run our country is absurd, especially if you consider that the U.S. is a democracy. This looks like a conspiracy theory.",JEWS,V6_sbf
1867,Migrants want our land because they like our houses better than theirs. It's a matter of envy of our richness and safety. They are not truly in need. And they are responsible for their own troubles.,"How would you feel if your neighbours were planning to bomb your country? Would you feel responsible? Would you feel safe in your own house, or would you try to flee?",MIGRANTS,V3
4718,There are disorders that hinder the ability to give opinions.,There are people with intellectual disabilities who are able to give an unbiased opinion. That's why their education is important.,DISABLED,V6_mix
1051,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,"Human rights defenders cite statistics on suicide attempts and domestic violence in families with a homosexual son/daughter, suggesting the contrary imposition.",LGBT+,V2
3453,Black folks don't know who their dads are.,"But for sure they know that they are treated as second class citizens. No person should be treated so, even if they don't know anything about their ancestors.",POC,V6_sbf
4458,All blacks are rapists.,"All people are born equal in the eyes of the law. Unfortunately, the law cannot protect us from the mindset of prejudice.",POC,V6_lab
4981,nigga are dangerous.,"We can talk about all the problems in our society, but to refer to other humans as ""niggas"" is just hate.",POC,V6_mix
3278,Blacks don't understand basic human rights.,"They do understand the right to food, health, housing, education, work for everyone, as I do. What about you?",POC,V6_sbf
612,"Children with Down Syndrome should be isolated, not only are they a burden to normal children but they also need much more care, attention and extensive therapy, making the whole undertaking very costly and time-consuming. This time could be used for the further development of children without Down syndrome.","Coeducation with regularly-developed kids is a much better investment and reduces cost, time and effort into the bargain.",DISABLED,V1
4728,Physically disabled folks are also mentally disabled.,"I don' hear anyone asserting this, its just something that you choose to spread. What is your evidence?",DISABLED,V6_mix
887,The Jews are an oriental conspiracy to subvert European culture,"Have you ever read or heard about the Protocols of the Learned Elders of Zion? Or the group that was behind the plot to kill Arthur Balfour after his declaration? If there is a conspiracy, then it is against Jews.",JEWS,V2
977,"We should build a big wall around Europe so that the native inhabitants of the Middle East, Africans, and Asians will be kept in their places.",Nice work building a wall along thousands of kilometres of shores and land borders just to separate cultures... What if we add also some turrets equipped with laser cannons?,MIGRANTS,V2
1662,migrants steal our jobs,"Despite what some people may say, they are not taking our jobs, they are here to work and integrate. Migrants not only do work but can also boost the economy.",MIGRANTS,V3
3795,I hate migrants: we must close our borders.,Why do you think that we should prevent migrants from joining our society? Do you know what is written in our constitution?,MIGRANTS,V6_kc
2086,I hate Jews. They're just a bunch of thieves and murderers.,"They have always been a part of our society, and their history is part of our heritage. They aren't thieves or murderers.",JEWS,V4
4947,migrants steal our jobs,"If our workers are either not able or not willing to do the jobs that we need, then those jobs should be done by someone else (i.e. migrants).",MIGRANTS,V6_mix
1233,"If only women behaved like men wanted and didn't fight back, 10% of so called ""sexual assaults"" would be solved.","Why don't you work on getting aware on how this actually works? Rape is never victim's fault, otherwise it would be consensual sex. It is violence. Maybe we should stop pretending like this phenomenon doesn't exist.",WOMEN,V2
2462,I don't care about numbers. Feminist statistics are bullshit. The real percentages prove that black women are welfare queens.,"Statistics are a tool to demystify falsehoods that have been used to silence women and to marginalise people of colour. Feminism is all about equality and rights, not a preference for one sex over the other.",other,V4
1596,"There is only one sexual orientation. If you want a woman, you need to be a male. If you want a man, you need to be a female.","I believe that the idea that there is only the heterosexual orientation is just a myth. Sexuality is a spectrum, and there can be attraction towards men and women in everybody.",LGBT+,V3
1439,Women are weak and I don't care if they cannot stand up for themself.,You can't blame the victim for being weak. Would it have been different for you if the victim was a man?,WOMEN,V2
3217,I hate Jews,"If you hate someone because of their religion, you should be ashamed of your hate. We should all be proud of our humanity.",JEWS,V6_sbf
2328,Homosexuals are sick. They should be isolated and confined.,"It is certainly true that homosexuals are attracted to people of their same sex, but this can't have health consequences. Do you have any proof?",LGBT+,V4
682,Shaming Fatties is just for their good.,Hate crimes attack an individual's unchangeable characteristics and cause long lasting feelings of helplessness and powerlessness. Obese people are likely to feel the same way.,other,V1
4464,Black people's race is the worst in the world.,"There are different skin tones, so there is no such thing as a race.",POC,V6_lab
356,Migrants get 35 euros per day for idling.,"...And from that sum, the migrant receives only 'pocket money', which amounts to 2-3 euros",MIGRANTS,V1
576,Allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as HIV.,Limiting donors to such an extent (i.e. by excluding all gay people) would limit the amount of available blood and potentially lead to shortages.,LGBT+,V1
1882,We cannot allow Muslims into our country.,What about other religions? Why only Islam? Or is your concern against people in need?,other,V3
4087,We cannot accept n****rs in our society.,Perhaps we should rephrase our question to say we don't want racists in our society?,POC,V6_lab
4655,All black people are rapists and child molesters.,"I would be interested to see where you got the statement from. Is it from your family, a close friend, a religious leader, or is it from a reputable academic or media source?",POC,V6_mix
3320,"All jews are lazy, incompetent and unloved by their families.","Sorry, but I've never heard this sort of thing. Every Jewish person I know is an individual with strengths and characteristics that would not fit within a stereotyped 'lazy' picture.",JEWS,V6_sbf
4985,Negroes only exist to serve their white masters.,"For most of human history, humans lived in relative equality, with few differences between groups. Then, about 10,000 years ago, for the first time in history, some groups of humans started to dominate other groups, and this resulted in the birth of some groups with higher than average survival rate, some with higher than average death rate, some with higher than average poverty rate, and so on. This suggests that human dynamics are more complex than it might first appear. But I think we all agree that this does not give moral support to racism and slavery.",POC,V6_mix
1055,Let's stop this homosexual lifestyle!,Does the LGBT+ lifestyle change your life? Only if you care. But that doesn't mean that homosexuality is a lifestyle.,LGBT+,V2
4707,"If the disabled can't vote, then they can't have any rights.","There are many people who do not exercise the right to vote, but this does not mean they havre no rights.. Surely it is the most vulnerable members of society that most need us to secure their rights?",DISABLED,V6_mix
49,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","Same sex relationship happen within many species of animals and we are no exception. Might as well inform people about things that happen in nature - that's the point of education, to learn about the world.",LGBT+,V1
3274,black folks have no talent,Some of them are very talented actually.,POC,V6_sbf
3683,The Muslim invaders are ruining Europe and we still have not learned that they must be stopped.,"We cannot just stop migration when there are so many migrants willing to work hard and contribute to the economy. Instead of blaming them for their religion, we should find a solution to the current crisis.",other,V6_kc
721,Fat people are a burden to society because of their unhealthy choices.,"Whilst there are a number of individuals who have certain diseases which can influence their weight, the problem lies with the food industry manufacturing obesity and then putting the responsibility on the individual to loose that weight by buying ""low fat"" foods. These ""low fat"" foods are often owned by the same companies selling unhealthy food and don't tackle the cause. Although the individual is always responsible, the food industry is perhaps more so.",other,V1
518,Gypsies are the ones who want to stay in the slums,They do not do this by choice: it is the state that institutionalizes these slums and does not offer any alternative.,other,V1
2578,Jews have a secret plot to take over the world.,Conspiracy theories about Jews are based on no more than a few unverifiable and highly suspect claims. It's highly unlikely that the world has ever been or will ever be run according to a Jewish plan.,JEWS,V5
4057,"We don't want foreigners, we don't want Islam. They are just troublemakers!",Why don't we take a look at the data on the number of anti-Muslim incidents across the UK? What do you think is the source of this apparent spike in incidents?,other,V6_lab
3962,These children should not be exposed to messages and experiences that reinforce equality amongst different racial identities: they are harmful to them. We must teach them that blacks are inferior.,"We should be concerned with the children, we should try to create a more integrated society. Being sensitive to people is the way to create it.",POC,V6_kc
1589,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"I would prefer that the laws were enforced for the good of a community, rather than to make it harder for people to have religious beliefs.",JEWS,V3
1419,Why do so many people hate Muslims so much? It must be because they are different from us.,The combination of different religions has created new and valuable cultures and ideas that enrich lives.,MUSLIMS,V2
617,Downy children should be isolated in special schools for their own interest.,"Accessing mainstream education offers opportunities that would otherwise never be available to people with down syndrome because they can work towards the same qualifications, without the stigma that arises from segregated education.",DISABLED,V1
4355,Gays are sick.,How do you know? Have you read any medical tests or surveys leading to conclusions about sexual orientation?,LGBT+,V6_lab
1599,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,"All people who engage in unprotected sexual activity are in danger of transmitting diseases. This is not a problem of homosexual people only, even if they are those being stigmatized.",LGBT+,V3
4997,When women say they want to be mothers they are saying they want a patriarchal society.,"In our society, women were taught to be the ones to raise the children and that it is their duty. But this does not imply that they must want a male-dominated world.",WOMEN,V6_mix
4841,Muslims are not welcome here.,"Many Muslims live here, and are part of our community. We should not be excluding them.",MUSLIMS,V6_mix
2161,Muslims are not welcome here. They are not like us and they cannot coexist with us.,"Muslims are not mutually incompatible with us, they are just different from us in certain aspects. For example, in their religion.",other,V4
625,Downies are a problem: they create tensions with other workers because they are disabled and cannot keep the pace. They should have special jobs just for them.,"Did you know that people with Down syndrome, if surrounded by empathetic peers, receive a fundamental boost in their productivity and can easily keep the pace, even in complex jobs?",DISABLED,V1
2005,Jews are addicted to their religion and take their religion literally.,"It's not true that Jews are addicted to Judaism, at least no more than Christians are addicted to Christianity, or Buddhists to Buddism. The fact is that people are free to find God in their own way.",JEWS,V4
3929,Immigrants are bringing crime and disorder to our country.,"The opposite is true: they are integrating very well, there is no evidence that the situation has worsened since immigration has started.",MIGRANTS,V6_kc
35,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,"The US is the second most polluting country in the world - as the world’s biggest industrial and commercial power. We are all to blame here and need to work hand in hand to create sustainable change, as opposed to pointing the finger to others.",other,V1
1972,Feminism is a huge conspiracy to run society.,The feminist movement is a movement to end sexism. It is a part of the worldwide struggle for justice.,WOMEN,V3
3793,I'm tired of people coming to our country and replacing our people.,Your comment shows that you are not very familiar with the different ethnic groups here. Perhaps you should take a look at the big picture and numbers: the situation is not as you are depicting it.,MIGRANTS,V6_kc
2884,Every Muslim is a potential terrorist.,"Although there is a link between terrorism and a number of religious and ethnic groups, this is not evidence that a group is more prone to terrorism than any other.",MUSLIMS,V5
4812,Migrants from Muslim countries are a problem.,Many migrants come here as young people seeking a better future. This is not a problem.,other,V6_mix
4554,Gays are perverts who have brought AIDS to the US.,"This is not true, what proof do you have of this?",LGBT+,V6_mix
3853,Jews have a stranglehold on the American government.,To say that they have a stranglehold is not much different than to speak against minorities that in the past have been persecuted.,JEWS,V6_kc
4610,"I do not like migrants, they are just a bunch of criminals and sex offenders.","This is not supported by any evidence. Whether or not you feel that way about migrants, they should be treated just like you would treat any other person.",MIGRANTS,V6_mix
1942,If I were a Muslim I'd be ashamed of the backwardness of my culture. They should understand they don't deserve our rights.,"I would be very interested in talking to you about ways to promote your ""forward-thinking culture"" within our country, but I think it would clash with the basic rights of European citizens.",MUSLIMS,V3
3834,"All women are subhuman, but want to take over from men.","The idea that there is such a thing as ""women hating men"", or ""women are inherently subhuman"", is just a completely unfounded and baseless stereotype that has been used as an excuse to justify a lot of bad things, from violence to rape culture.",WOMEN,V6_kc
279,Jews made the 9/11 attack.,We live in a complex and multifaceted world. It is easier to blame one group for everything rather than studying hard and trying to understand this complexity.,JEWS,V1
1602,LGBTI people are less healthy than other people.,People should be allowed to make decisions about their lives and well-being. This is a case of of discrimination against LGBT people.,LGBT+,V3
527,"If they are nomads, they must be nomadic","Many Gypsies are Italian citizens and live in normal houses, those in the trailer parks find it hard to integrate because they are marginalized",other,V1
267,"Jews are selfish, cheap and greedy.","According to Jewish tradition, giving money to those in need is mandatory, a moral duty.",JEWS,V1
4208,"The UK was a better place when it welcomed only true British citizens, and not those filthy Muslims we accept in our country nowadays.","The UK has always been a cosmopolitan society, in which people from a huge range of backgrounds and religions have lived side-by-side. So you are totally wrong.",other,V6_lab
4102,Autism is not a disease but a degradation of the human spirit.,"People with ASD have unique talents and advantages in a variety of areas, and it would be a tragedy if we were to only focus on their defects.",DISABLED,V6_lab
1260,"If you want to stop racism you have to start speaking about it, not writing off whites as the problem.","If you want to fight racism, you should learn about it and address it. The problem is not about 'the whites', but about whoever spreads discrimination and hate.",other,V2
729,The real problem is that fat people do not want to change.,"The narrative of 'you can choose not to be obese' is much, much more hurtful to the obese than it is helpful.",other,V1
1724,All muslims should be rejected from our country.,"All religions have value. The problem is not the religion itself, but when people start excluding others on the basis of their religion.",MUSLIMS,V3
4834,Muslims are not welcome here.,The very first Muslims came to Britain around 1200. We are a country of immigrants and many Muslims are contributing to our society.,MUSLIMS,V6_mix
1093,Gypsies are literally destroying Europe. They are literally invading and destroying our beautiful continent. They are a cancer on our race and they must be stopped.,"Your statement is FALSE. They are guiltless victims of the 'influx of refugees' paranoia. They are European and have been persecuted for centuries. They have always fought for their rights, and for the protection of their culture and way of life, as any european would do. In fact there are many good Gypsy activists who are working to improve their lives. And what we are doing to these people is a malevolent smear campaign, with no common motivation. They are part of European history.",other,V2
2472,Feminists are against the interests of the men.,Feminists are all for equal rights and opportunity. Men's rights are necessary for achieving both.,WOMEN,V4
4319,"Shouldn't we concentrate on helping ourselves, rather than the physically challenged people?","Maybe we should treat 'physically challenged' people more kindly, instead of blaming and oppressing them.",DISABLED,V6_lab
4205,We cannot welcome more migrants in the future.,"Why not? These immigrants are not a threat to us. If we were to accept them, they would be a contributing part of our society.",MIGRANTS,V6_lab
4553,Nonbinary folks shouldn't exist.,"Nonbinary people can partially identify as either male or female, or as neither male nor female. Therefore, it seems the terminology is fitting, and that they exist: why don't you accept that?",LGBT+,V6_mix
3887,The LGBT community is full of sick people that must be cured.,It is not true that all LGBT people are sick. There are many non-LGBT people that are sick as well. The national health service is aimed to cure anybody.,LGBT+,V6_kc
2409,We are more than united against Muslims on the basis of their religion. They are different from us.,"Telling some people apart on the basis of their religion, and saying that they are different from us does not make them worse than others.",MUSLIMS,V4
4549,Faggots are not welcome here.,Your statement is not welcome in our country.,LGBT+,V6_mix
4467,All black people are rapists.,"This is false. Abuse is indeed a serious crime, when commited by POCs, but this does not imply that the abuse by a member of the white majority is less serious.",POC,V6_lab
4035,Gays are worse than nukes. They are our enemies.,"All people, regardless of race, religion, gender, sexual orientation, should have the right to live together in peace and safety, as long as they do not put their fellow citizens at risk.",LGBT+,V6_lab
4663,"Black people are obsessed with violence, and this creates problems like shootings in schools.","The violence in schools is not the fault of black people. There are several authorities responsible for creating this situation; for example racist teachers, lack of education in general, and also the lack of proper policing and education policies that makes it easier for people to commit crimes in schools.",POC,V6_mix
3197,Women are naturally inferiors and should be treated as such.,"Women are not naturally inferiors. They have the same rights as men, and the same responsibilities.",WOMEN,V6_sbf
2311,"What about the psychos? Like crazy people, those nuts flipped in head and so on? Wouldn't they be better off dead?","There are individuals suffering from mental illnesses like schizophrenia, bipolar disorder and autism spectrum disorders. Just because some people suffer from diseases it does not mean he or she will be better dead.",DISABLED,V4
3464,Black people are genetically different from us. But there is a new racism starting to take root in our country. It is about keeping bothering whites with black discrimination stuff.,"You are absolutely right. Our fellow POC citizens do not accept it and continue to talk about it. We all have to stand for something that we believe in, for example humankind.",POC,V6_sbf
4686,Women should not be allowed to vote.,"Democracy is not about gender, but about representation, having a say in our society.",WOMEN,V6_mix
4993,Women are only useful as housekeepers.,"That is just not true. In fact, as long as there are only men in positions of power, there is a gender bias in the workplace, which hinders the advancement of women in society.",WOMEN,V6_mix
4518,"Disabled people should just live in isolation, because they simply can't live in this society.","While just trying to live their best life and fulfill their desires, disabled people prove you are wrong.",DISABLED,V6_mix
2073,"All these retarded people are animals, they are not allowed in this factory, these animals are not fit to work.",The fact that a person may be disabled does not diminish their right or ability to work.,DISABLED,V4
4954,migrants steal our jobs by accepting low wages,Most migrant workers are paid a decent wage but we should be ashamed of those employers that exploit their vulerability. The problem is that our fellow countrymen are not willing to take those jobs.,MIGRANTS,V6_mix
860,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,That is what the headlines suggest BUT actual cases where migrants are the abuser are just a drop in the ocean compared to the total number of cases.,MUSLIMS,V1
4584,Immigrants steal our jobs: they must be stopped.,Many immigrants started their own companies: this is not 'stealing our jobs'.,MIGRANTS,V6_mix
4777,I don't see how a transgender person can ever be accepted in a conservative country like some states of the USA.,"Many LGBTQ+ people have been successful despite the existence of discrimination, even in USA.",LGBT+,V6_mix
3160,People of color are a drain on the system.,The vast majority of people of color are good people who have built our communities. So why would what you're saying be true?,POC,V6_sbf
438,It is not a coincidence that tuberculosis reappears with the migrants invasion.,"The trend in Italy remains particularly low, less than 7 cases per 100,000 inhabitants. In the '50s it was around 25 instead. And back then there was no 'invasion'.",MIGRANTS,V1
3003,"If a woman does not want to be a homemaker, then she is a bitch.",I've never heard of a woman being a 'bitch' for wanting a stable income. I think you are confusing the meaning of these words.,WOMEN,V5
1086,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,It is not true that thieves are more likely to commit crimes if they are members of a specific racial or ethnic background.,POC,V2
4719,"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",People are free to think what they want. What is required is that they act in accordance with the rule of law.,DISABLED,V6_mix
3337,Gay men engage in anal sex and they must be condemned.,"Anal sex can't be ostracized. If we consider the sexual activities of all people, then any person practicing anal sex should be blamed, following your reasoning.",LGBT+,V6_sbf
2068,why do we never talk about female-on-male rape? Isn't this a crime as well?,"Rape is always a crime, whether a man or a woman is the victim. Rape is a crime regardless of gender. But male-on-female rape is prevailing by far.",WOMEN,V4
4796,Immigrants don't deserve healthcare.,Do you think that migrants would have be better off without a healthcare system? It's inhuman to prevent migrants and refugees from accessing healthcare.,MIGRANTS,V6_mix
78,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",I'm not moaning about diversity in the UK when I get a doctor from abroad who is highly competent and allows me to get better - in an NHS which is understaffed and underfunded.,other,V1
4531,The Jews control the banks.,"So how come the media doesn't report about Jewish power in the financial world? Maybe it's because they also control the media, the government, and have many powerful friends working for the Galactic Republic... #sarcasm",JEWS,V6_mix
4657,"If they are niggas, you can treat them as if they are scum.","Do you really think that someone's skin colour or nationality is a sign that they are scum, or inferior? It is just a little compassion that can lead you to better treatment in the world.",POC,V6_mix
3482,If a woman wants an abortion we will kill them.,"Women have the right to choose, no one should be forced to have an abortion or not to have it.",WOMEN,V6_sbf
2594,Some salesmen are annoying. They are so gay. Store managers should really revise their HR.,"In some countries, if you are gay you can be fired from your job, you can lose your home, and you can even be jailed. Gays are not allowed to live their lives. In 72 countries in the world LGBT+ people are not welcome. This is an understatement, because in some there is even death penalty. The question is: why are they so annoying to you?",LGBT+,V5
4604,"Migrants are a burden to society, they are not welcome and they are not entitled to stay in the UK.","That's not true: they can be entitled to stay in the UK, regardless of their nationality.",MIGRANTS,V6_mix
3874,I do not want gays in my children's classes.,If a child knows some gay people from a very early age nothing strange will happening. The idea that they can be harmed and their lives and sexual orientation are in danger is completely false.,LGBT+,V6_kc
966,What this nigga have to do with being a Westerner?,What exactly is 'a Westerner'? Someone who is only a white European?,POC,V2
1090,Blacks are criminal. They are a threat to society.,"Not all black people are criminals. Just because a group has an undesirable name, does not mean they are all criminal.",POC,V2
1504,Children with Down Syndrome may hinder the development process of other children. They should be isolated.,Education is mandatory and we are expected to offer the best education possible to our children.,DISABLED,V3
881,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",Or maybe children who have Down syndrome are at higher risk of physical abuse and bulling.,DISABLED,V2
1077,Violence in our streets is niggers' fault.,"Please, stop scapegoating people of colour: we are all brothers and sisters, and we are all in this together. Also people of color suffer from this violence.",POC,V2
589,"If feminism were really about equality, they would call their movement ""equalism"" or some similar crap.","Equalism would mean the movement for equality in general. Feminism is focused on gender. Animal rights, gay rights, anti-racism, sexism, etc. are separate issues inside the movement for equality.",WOMEN,V1
123,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",Why should they? I wonder if you have any evidence that makes you believe this.,JEWS,V1
1336,We cannot continue to have homosexuals in positions of power in our country.,"Very funny to be ""mocking"" someone for preferring cake and relating it to the country's issues.",LGBT+,V2
1969,I love white people! I am not interested in anyone else!,We are all different and deserve respect.,other,V3
1862,No migrant has valid reasons to be here. We keep running after people refusing to work.,This is a myth which is spread in the media by the anti-immigration groups to undermine the good work that NGOs are doing for refugees.,MIGRANTS,V3
2257,"Fat people are disgusting, they should just lose some lard to be accepted in our society.",People are free to make decisions about their own health and body.,other,V4
526,"If they are nomads, they should stay nomadic.","Not recognising people's right to live as they prefer and to improve their lifestyle, such as housing or occupations, only causes an increase in crime.",other,V1
3512,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Teachers, school staff and parents all have a responsibility towards the children in their charge, regardless of their genetic advantages or disadvantages",DISABLED,V6_kc
498,Gypsies use children as thieves.,"There is only one legal case of a 15-year-old girl convicted of stealing, but it seem to have been a hoax by the mafia.",other,V1
1265,Asians are a problem in my view. They are too many. I would rather have a million Romanians or Muslims rule our country than 300k Asians.,Why don't you just study the differences between cultures and try to see what's good in an inclusive society?,other,V2
3099,"We mustn't forget that these people came here to kill, commit crimes and acts of terrorism.",It is a pity that in the modern world everyone is so concerned about migrants that we still need to fearmonger about their alleged crimes and terrorist acts instead of gettin on and solving the underlying problems.,MIGRANTS,V6_sbf
3502,Persons with learning difficulties should be discouraged to attend school and they should be excluded from education. They are a shame.,"People with learning difficulties are often the ones who help to develop new skills, and in turn help to integrate those new skills into the way we work today.",DISABLED,V6_kc
223,Jews think they are better than everyone else,"The fact that, according to Judaism, the Jews are the “chosen people” does not mean that they feel superior to others. This concept has been widely misunderstood. It mostly has to do with the special responsibility to uphold Jewish ethics.",JEWS,V1
42,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",The internet has become a shouting platform for people's hateful views. Of course something needs to be done since people don't seem able to moderate their words themselves.,other,V1
501,"If you are nomads, then go somewhere else but not in my country.",In reality they are not nomads since they have resided permanently in many European countries for generations,other,V1
4181,"We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.",There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth.,MIGRANTS,V6_lab
4910,Mentally disabled people have a low IQ and are anti-social.,"Although there are some individuals who score below average on IQ tests, there is no reason to think that a person's ability to be sympathetic would derive from their ability to solve some logic games.",DISABLED,V6_mix
888,Jews want to subvert western democracy and destroy freedom.,"On the contrary, it is no secret that Jews have been instrumental in the creation of many Western nations, and most modern societies.",JEWS,V2
2587,"I hate LGBT people. Queers makes me fucking laugh. You can be a woman, a gay, a vegetarian, you can be anything you want to be called! I want to be called King, where is my crown?","Queers, in my opinion, are simply people who want to feel welcome in our society. They should not be subjected to discrimination. And you can get your crown as well.",LGBT+,V5
1521,We should deport all the illegal immigrants currently living in the US.,"It is not true that all the immigrants in the US are illegal. In fact, they are often in the US on humanitarian grounds.",MIGRANTS,V3
2989,Feminism is a violent ideology that is hostile to men.,"Feminism is not hostile to men. On the contrary, feminism is an attack on unequal power structures.",WOMEN,V5
782,Every Muslim is a potential terrorist.,"I think becoming a terrorist takes a very narrow minded person with a very closed world view, ah err sorry.",MUSLIMS,V1
304,"Immigrants are overrunning our country, and are here illegally","Today immigrants make up approximately 13% of the total U.S. population. From 1900 to 1930, immigrants made up between 12% and 15% of the population, and similar spikes occurred in the 1850s and 1880s. During those periods they helped to build the thriving and diverse country we live in today, and there is no evidence that now it will be any different.",MIGRANTS,V1
1308,The Jews ruin the world.,How can they? By simply being of a different religion?,JEWS,V2
2310,You should stop pretending that the disabled are like us. They are the root of most human problems.,I think we are all born with inherent strengths and weaknesses but such limited notions of what it is to be 'human' have been a basis for a whole heap of problems,DISABLED,V4
2075,"Indians are cheap, materialistic and lazy, and they shouldn't be accepted in Europe.",Is this what you think of our country? Isn't our European system based on the free flow of ideas and people?,other,V4
4403,Migrants are just happy-go-lucky people who do not take responsibility for their actions.,"Migrants are often subject to dangerous situations in their countries of origin (violence, torture, rape, just to mention a few) and migration is often the only solution. They may appear 'happy-go-lucky':but aren't they just glad to be alive and safe?",MIGRANTS,V6_lab
4870,"I hate black people, I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.",Why do I have to read this hatred? It's not okay to say such things based on stereotypes.,POC,V6_mix
3710,"Gypsies are basically criminals, they steal stuff from everyone.","The majority of these people are honest and hard-working. Gypsies do not all have a criminal record, and the majority of them are proud of their hard work and dedication.",other,V6_kc
3342,It is okay to be racist against LGBT+ people.,"That is exactly what is so evil about being a racist. Bringing hate together with the concept of race or any minority, even when it doesn't make sense.",LGBT+,V6_sbf
2977,Black people are worse than dogs. They deserve only people being bad with them.,"I don't think we can be 'bad' if we want to live in a diverse and interactive society. If you really wanted that, you could start your own community.",POC,V5
4513,People with cognitive difficulties should be banned from universities.,Why should you be allowed to discriminate against someone because of the handicap they have?,DISABLED,V6_mix
972,"The migrants are here to rape and pillage our country, exploiting all of our weaknesses.","Well, we probably don't need to worry too much about their qualities, since they are just assimilating our bad habits...",MIGRANTS,V2
4828,I can't stand all those Muslims invading our country for proselytizing.,"The UK Government makes public policy on how to prevent people from coming to the UK to promote a prejudiced ideology, whether or not they are Muslims.",MUSLIMS,V6_mix
3686,All niggas are just criminals and they should spend their time in the gutter.,"Criminals have criminal records, it is unjust to label someone as ""criminal"" just because of the colour of their skin.",POC,V6_kc
4318,Pushing disabled people back into the stone ages is our job.,"Having people push them back into ancient and destructive ages is no way to encourage the development of our country, and is ,of course, against every human right.",DISABLED,V6_lab
2064,"If every nigga who moved to the US was arrested, convicted of his crimes and sent to internment camp, we would be safer.",Maybe the way you view people who are different from you is much more threatening than the crimes you allege they commit?,POC,V4
448,We are forced to economically support all of the so called 'asylum seeker',Migrants in Italy contribute about 2.5% to GDP.,MIGRANTS,V1
3157,blacks are just a bunch of slobs,"They are human beings with hopes and dreams. No one should be slandering black people.Empathy and understanding is preferable to this redundant, divisive rhetoric",POC,V6_sbf
