INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
3247,migrants are not welcome in our country,"For a lot of people it is still their home country, and they are proud of it.",MIGRANTS,V6_sbf
4896,"Women must stop acting like rape victims apologists, because this is just a ruse created by women to exploit and dominate men. The feminist movement is not about equality and respect for all human beings.","Sadly, in the real world, there is often a strong tendency to misinterpret a movement as a demand for some privileges, such as 'not being raped'. That's why men and women engage in a lot of actions that seem strictly ""feminist"" in everyday life. But in reality, feminist men and women do the same thing. They both expect all people to be treated as equals in the society.",WOMEN,V6_mix
3375,We are being invaded by immigrants.,This is just a lie spread by the anti-immigration groups that blame immigrants for all that is wrong in the world.,MIGRANTS,V6_sbf
586,Allowing gays to donate blood compromises patient safety and testing all gay donors would be too expensive.,"We already test blood from all groups, not only homosexual ones. There is no added expense than just using low risk groups.",LGBT+,V1
3237,Faggots: They are the problem. Luckily they are few.,Perhaps it is time you take a look at some of the profiles on dating site such as okcupid. You can see that many of the profiles are of gay men. BTW: gays do not appear to be the real problem here.,LGBT+,V6_sbf
3606,"If we stop accepting immigrants, then we can have a higher quality of life.","Refugees bring a valuable perspective to our society. As a host nation we should welcome them, not stop them from coming here.",MIGRANTS,V6_kc
2200,"Muslims are not welcome in our country, they are enemies of the whole world.",All religions have value and are welcome to our country. To be clear: Islam is not a religion that is against the whole world.,MUSLIMS,V4
2118,Faggots are just an offense to moral dignity.,I don't understand how a normal person would find a man being attracted to another man offensive.,LGBT+,V4
1585,Jews are nothing but criminal,Criminality refers to any action that is considered 'prohibited by the law'. Do you think that all Jewish people can be considered responsible for the same actions?,JEWS,V3
3993,"Women are naturally more emotional than men, and this make them weaker.","Why is it that women have become more empathic than men? To me, the emotional state doesn't seem to be affected by gender.",WOMEN,V6_kc
2885,"We should ban all Muslims, they are all incompatible with human dignity.","This is not a reasonable stance to take: Muslims and people of any faith have indeed human dignity, since they are human.",MUSLIMS,V5
119,"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine White powerful makes, when they themselves are just envious, incompetent and useless.",So useless that it also takes a women to generate a man... right?,WOMEN,V1
1634,"In order to build a democratic state that ensures the right to food, education, housing, health, and so on to its citizens, we need to stop giving them to foreigners.","What about guaranteeing equal access to health care, education and so on, in order to build a democratic state?",MIGRANTS,V3
2606,"Migrants are here to use our money. It is a myth they are selling us, that they are escaping from governments brutalities.","How would you feel if the police and government were still oppressing you? You are probably taking your freedom for granted. You are lucky, but you shoud acknowledge this is a privilege. Not everybody has it.",MIGRANTS,V5
3058,Gay men being shot is funny.,I don't see the humour in the death of innocent people. Maybe you can explain that to me?,LGBT+,V6_sbf
3473,The feminists hate men.,Feminism is not anti-men. Feminists are anti-oppression.,WOMEN,V6_sbf
181,I hate Jews,"Hate is never a good thing. Get rid of the hate inside you first and then teach love to others. Love changes people for the better, not hate.",JEWS,V1
367,migrants steal our jobs,Don't you think that people who arrive should have the opportunity to work if they have the skills,MIGRANTS,V1
2187,If Muslims came here they would be banned.,You don't seem to know much about Islam if you think even a ban is necessary.,MUSLIMS,V4
1581,Jews can only act in a bad way.,"In the real world there are good and bad Jews, just like it is for any human being.",JEWS,V3
1525,I wish a new world without immigrants,Why do we have to welcome a new world? Why can't we just accept other people in our country?,MIGRANTS,V3
686,"Children should not be taught about LGBT perversion. Families, due to their cultural or religious backgrounds, have the right to be against it.","By this reasoning, no subject of importance should be taught in school, because there is always someone against a certain topic.",LGBT+,V1
3358,Gays are nazis.,I don't think anyone can be homosexual and a nazi.,LGBT+,V6_sbf
1644,They don't understand we have mongrelization problem in this world. Our children are being groomed by migrants!,Can you think of a single example of a child being groomed by a migrant?,MIGRANTS,V3
184,Jews are a disease for our society,"I think ebola might be a bit worse. Or a brain tumour, that can't be pleasant. They are, at least, actual diseases.",JEWS,V1
4806,Immigrants steal our jobs.,"Immigrants just try to provide for their families, like we do.",MIGRANTS,V6_mix
4416,"Our government has allowed in many alien religions and cultures. Islam has proven to be far from beneficial to our society, and it is causing terrorism.","A religion is only considered harmful or 'compromised' when someone is labelled, with eyes closed, a 'terrorist' for their faith.",MUSLIMS,V6_lab
369,migrants steal our jobs,"Are you really willing to mow the lawn in public parks at night, seriously? I sincerely doubt it",MIGRANTS,V1
1065,"Woman should not be allowed to vote, this is Lord's will.","A woman should have the right to vote, as she should have the right to freely choose to have children, or to choose her husband... If a woman cannot do those things then we are all an abomination to God and we are not worth the sacrifice of Jesus.",WOMEN,V2
4231,Muslims have no place in civilised Europe.,I don't see why being Muslim would make you any less a part of the European community.,MUSLIMS,V6_lab
157,"I don't know about you, but I have no idea where to put these migrants. All they can do is do miserable jobs or steal pensions from us old people.",Migrants need help. They flee to find better living conditions and I think our country is suited to their needs.,MIGRANTS,V1
182,I hate those fucking rasta nigga,Why do you have a dislike for a race? They are just like us but with different culture.,POC,V1
2102,Jews have a stranglehold on American culture and it's time for that to stop,"Like many groups in our society, Jews are affected by racism and discrimination. The idea that Americans have been controlled by Jews is simply untrue.",JEWS,V4
3407,Muslims have no place in civilised Europe.,They have always lived here. They are our brothers and sisters.,MUSLIMS,V6_sbf
3707,The niggas are all enemies of the people.,Who are 'the people'? Who are you talking for?,POC,V6_kc
188,I hate negros: they killed a cop!,"So are you blaming all of them? Lets say you are in a group of 10 people, 1 is a killer, does that make you ALL killers? Are you serious?",POC,V1
2915,"Islam is a death cult, a perversion of the true meaning of the word 'civilisation'.","Islam is a religion, and to suggest that Islam is incompatible with civilisation is just scaremongering.",MUSLIMS,V5
3221,Jewry runs the world,"Of course they do! And also the Moon, Mars and all the solar system.",JEWS,V6_sbf
255,Migrants without permission to stay can still access our welfare,Tha is not true: migrants face document checks before they can get tenancies. The same holds when they use the NHS.,MIGRANTS,V1
388,migrants steal our jobs,They cannot steal a job that is offered or granted,MIGRANTS,V1
4291,"Women shouldn't be allowed to vote, because they will take over the country.",This is not true. It is right that women have access to the vote. It is most representative of society that way.,WOMEN,V6_lab
2016,Geez. Is there anything worse than migrants who just come here to settle down?,"In addition to providing labour and contributing to the local economy, migrants are often employing people who were previously on the dole.",MIGRANTS,V4
368,migrants steal our jobs,But are you sure about what you are saying? From the data that I can read here [link] it is not the case.,MIGRANTS,V1
3969,Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,"Feminism is about the equality of the sexes, and many women use feminism as a mean to achieve their legitimate goals. Through equality they can get to the opportunities that otherwise won't be accessible to them.",WOMEN,V6_kc
1216,Allowing Islamic immigration and refugees into the UK is a direct threat to the security of the whole Western Europe.,"Terrorism is not the result of the presence of Islam within our societies, but rather a result of the extremism we might find in the world we live in.",MUSLIMS,V2
879,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",I think that is a stereotype mainly as a result of people knowing little about Islam and Muslims.,MUSLIMS,V1
1705,Islam is a cancer spreading all around the world.,"The Qur'an is a book that says to love your neighbour as yourself. It is also a tolerant religion and there is no evidence it is similar to a cancer, why do you think that?",MUSLIMS,V3
4044,Immigrants are not interested in our culture.,"Immigrants come here to enjoy our country and culture, and we have to welcome them as we would like to be welcomed.",MIGRANTS,V6_lab
925,"If LGBT were to have a normal behavior, society would accept them more easily.",How about using cultural diversity as the criteria?  Your standards seem very high for what you expect to be culturally acceptable standards of behavior.  Maybe it is better to use a less stringet criteria of acceptability.,LGBT+,V2
1324,Jews are useless. The only thing they did was awful. International Jewry is responsible for 9/11.,This looks like a conspiracy theory with no proof. I can think of a handful of legitimate ways that Jews could be of help to humanity.,JEWS,V2
2209,The only reason we have terrorist attacks is that Muslims are allowed to live in our country.,"If you truly cared about terrorist attacks in our country you would call for the prosecution of the perpetrators, not blame all Muslims.",MUSLIMS,V4
4942,Gays are some kind of devil worshippers. We shouldn't have them here.,How do you know that they are practicing devil worship?,LGBT+,V6_mix
1045,"Jews, as a religion, have always been a burden to others. They have always acted as if they were superior.","While not universally true, a great deal of evidence suggests that Jews faced considerable societal challenges during the past centuries.",JEWS,V2
1783,Women should not be allowed to vote,"Women should be allowed to vote and to have equal rights, as it is stated in the Constitution.",WOMEN,V3
4891,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",Have you ever considered asking why our society is far better suited to men than to women?,WOMEN,V6_mix
3900,This is an invasion. Millions of strangers jeopardizing our race and culture.,"This is not true, if we keep in mind that our human race is part of this world, then we cannot talk about invasion.",MIGRANTS,V6_kc
4882,Women should not have rights over their bodies.,"Women are human, just like everybody else. They have the right to live their life as they wish.",WOMEN,V6_mix
4159,Gays are sick. They should be isolated and isolated soon.,"Gay people can feel alienated from the world, and this can have real effects on their mental health. LGBT+ people can experience isolation and loneliness, and it is possible to help them through empathy and inclusion.",LGBT+,V6_lab
2091,Jews are a despisable race.,Jews are human beings. To be despised does not make one despicable.,JEWS,V4
1398,Muslims should not live here because it is impossible to assimilate them.,Are you suggesting that we as a society are motivated by exclusion?,MUSLIMS,V2
4850,Black people are descended from apes and are nothing but apes.,I do not think it is appropriate to link humans with apes. And I also do not think it is appropriate to reason using racism.,POC,V6_mix
1094,Mexicans are rapists and drug dealers. They are ruining our cities and killing our youth. They are obviously invaders invading our beautiful land.,If you really wanted to preserve our beautiful land you could build a wall and bar OUR people from it. US citizens are the main cause of our problems.,MIGRANTS,V2
28,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.","To have a more positive political environment, inclusivity and representation of all types of people is necessary, therefore women do belong in politics",WOMEN,V1
3832,"Women are basically childlike, is in their nature to be submissive.","So you think women are childlike because they are submissive? No they are not. They are strong and independent, just like men.",WOMEN,V6_kc
1495,"Migration is not only a problem for the UK, but also for the whole of the world that is already troubled with overpoulation and pollution.","Exactly. Globalization, overpopulation, industrialization, wars are responsible for a lot of the problems that we see in the world today. Migration looks like a consequence.",MIGRANTS,V2
1698,I don't like Muslims and I don't want to see more of them in this country.,Muslims are just people. They are hard-working and live with their families all across the country. We don't need to target Muslims.,MUSLIMS,V3
359,"Fucking bleeding heart, why don't you host migrants in your house","To be honest, there are already programs that provide for this and several families are hosting migrants in their own houses.",MIGRANTS,V1
1923,All Muslims are willing to kill those who decide to abandon Islam.,Only a very small number of extremists that see Islam through a narrow keyhole of self-righteousness support the concept of takfirism. We cannot associate this with all of the believers.,MUSLIMS,V3
3430,Muslims asking questions about integration is just part of a conspiracy help them retain the places they've conquered.,Muslims are part of our society. They are allowed to live in our country and have our same rights. They have every right to ask questions.,MUSLIMS,V6_sbf
2867,Muslims are a problem in my opinion. They do not want to assimilate.,"Most Muslims are happy to live in our country, even if it can happen that we are not their first choice as a mate.",MUSLIMS,V5
1103,I hate immigrants they are just a bunch of criminals.,"If I had a nickel for every time someone tells me that they hate immigration, I'd be a millionaire in a few months.",MIGRANTS,V2
262,Migrants put a strain on public services,The Migration Observatory has collated the evidence on whether migrants pay more in taxes than they receive in services. Almost all the studies shows that they do.,MIGRANTS,V1
2454,"This is not about Islam, this is about Race and National Identity.","So you are saying that people of different religions should not be part of our society? That is just ridiculous. And, religion is not even related to race.",MUSLIMS,V4
1728,I'm tired of Islam: it is being used by people to justify violence against people of other faiths.,"This is not how it works in Islam. What you are saying is that all Muslims are inherently violent people, but this is not realistic nor founded upon fact.",MUSLIMS,V3
3616,Refugees are a burden and a risk to the host country.,Why would this be true? Refugees can come here and contribute to the economy.,MIGRANTS,V6_kc
2777,"If a woman does not want to be a homemaker, then she is a bitch.","It is not exclusively a woman's role to be the homemaker. What about men? If a man doesn't want to be a homemaker, is he a bitch?",WOMEN,V5
2568,Feminism will destroy our culture.,"Feminism is a theory and a movement about the oppression and exploitation of women, not an enemy of the state and culture.",WOMEN,V5
397,migrants steal our jobs,Mostly they do humble jobs that Italians are not willing to do.,MIGRANTS,V1
4016,"Jews are ruling the World, there is plenty of evidence.",Are you counting all the anti-Semitic things people say about Jews as 'plenty of evidence'?,JEWS,V6_lab
2225,Muslims have no place in civilised Europe. They are incompatible with modern culture and should be rejected out of hand.,"This is not true. Islam is a way of life for many different people, and it can't be simply 'rejected' because you don't like it.",MUSLIMS,V4
1920,Islam is the enemy of the West. We must keep on fighting Muslims.,Islam is a peaceful and tolerant religion. Reasoning in terms of borders and compass points has nothing to do with it.,MUSLIMS,V3
2338,Immigrants are not welcome in our country. They are not welcome here. They are not citizens.,Why shouldn't they be? What rights do you have to prevent them from having the same rights as citizens?,MIGRANTS,V4
325,Immigrants are entering the U.S. just to obtain welfare and other benefits.,Most immigrants coming to our country work hard to take care of their families. Many studies have shown that immigrants tend to pay more in taxes than they receive in benefits. This means that the taxes they pay cover the cost of things like public education and healthcare of others.,MIGRANTS,V1
4380,Children shouldn't be raised by lesbians! They will bring up the worst in us!,Why do you say this? Why not focus on creating more inclusive societies rather than targeting the children of LGBT+ parents?,LGBT+,V6_lab
509,We are being invaded. They are replacing us.,"Even in 2016, the year with the peak of 119,000 arrivals, the number of migrants compared to Italians was very low. Speaking of ethnic substitution seems a little exaggerated.",MIGRANTS,V1
1316,Jews insists that they are a peculiar people in need of a special treatment.,What are you trying to say? Every religion has its sects and beliefs.,JEWS,V2
2427,"I am not a racist, but this guy looks a bit like an imam. Maybe he should avoid this town?",Do you have any evidence for the similarity you noticed? And even if he's an imam I don't get why he should avoid this town.,MUSLIMS,V4
3240,migrants are not welcome here,"Migrants come here for a better life, not to disturb people.",MIGRANTS,V6_sbf
2723,Islam is a violent religion and every Muslim is a potential terrorist.,Only a tiny minority of individuals are capable of carrying out acts of terrorism. Muslims are generally peaceful and friendly just like anyone else,MUSLIMS,V5
1244,"Women have it harder than men do, because they are inferior. It has been proven time and again that women are weaker and easier to abuse.","Women are not inferior but frequently subject to objectification by men. Also, men's experiences of violence and trauma are often underreported in the media and therefore not seen.",WOMEN,V2
690,"LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school, they'll end up being bullied.",Learning about gender identity and sexual orientation in health classes in school could promote a more accepting environment and reduce bullying.,LGBT+,V1
2561,Islam is incompatible with Western culture.,Why do you say that? Is it because of some religious characteristic that is not compatible with Western culture? What is this characteristic?,MUSLIMS,V5
506,We are being invaded. They are replacing us.,"According to statistics, Italy welcomes a lot less migrants than almost all other European countries.",MIGRANTS,V1
1471,No negro can speak English.,That is just what racists claim. Do you really think it's so bad for a black person to attempt to improve their English? As if skin had an impact on language skills.,POC,V2
3272,We are not supposed to be importing Muslims. They are just a bunch of superstitious and violent cavemen.,"The Quran says to love your neighbour as yourself, to accept everyone's problems as gifts from God, and to love those who do not love themselves. This does not seem like a book of violent cavemen.",MUSLIMS,V6_sbf
2629,Immigration is the cause of terrorism and all Muslims should be banned from the UK.,"The vast majority of Muslims in the UK are supporting our economy. This does not prove that they are a problem, it is a proof of the opposite.",other,V5
581,Gays are dangerous: they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers!,"Age, Race, and Gender are categories that take precedence over Homosexuality. This is since such categories include both homosexual & heterosexual individuals; and are therefore higher risk categories than Homosexuality alone...",LGBT+,V1
2245,Muslims have no place in civilised Europe,Muslims are welcome in any European country according to the law.,MUSLIMS,V4
1176,"Islam = cancer in every corner of the world. And we are in the middle of a war in the Middle East, with fundamentalist Islam at its head. This ideology is driving us to destruction.","There exist a war with fundamentalists, not Islam. The followers of Islam do not promote violence and they are interested in peaceful coexistence in the world.",MUSLIMS,V2
4164,What if we didn't let faggots go to the polls?,"If people were allowed to vote on the basis of their sexual orientation, it would be impossible to have a democracy.",LGBT+,V6_lab
97,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",Do you have any proof of this?,JEWS,V1
34,"When you animals have ruined the world and are eating each other, because that’s all you are good for, we’ll still be here, keeping our bloodlines pure against all the odds, regretting the day we heeded the womenfolk and took our heels off your throats.",The womenfolk appear to have wisdom and not a little heart.,WOMEN,V1
2012,Jews are addicted to their religion and take their religion literally.,The concept of addiction has nothing to do with religion.,JEWS,V4
3371,Immigrants are criminals and they are taking over our country.,"Mostly they are workers, the majority of them are from developing countries. They contribute to the economy, they build houses, they raise families.",MIGRANTS,V6_sbf
3659,Muslims have no place in civilised Europe.,"Muslims are part of the European Union, and they are entitled to be here.",MUSLIMS,V6_kc
1548,Muslims are just a bunch of hypocrites. They hate gays and women.,"In the real world there are many hypocrites, not necessarly Muslims.",MUSLIMS,V3
2117,"All transgenders should leave our country, they are just a burden to society",All people should have the right to live their lives according to their feelings. They are entitled to their personal beliefs and opinions.,LGBT+,V4
160,Are you saying that we should put illegal immigrants in houses? You have to be kidding!,What's wrong about putting people in need in houses which are not being used?,MIGRANTS,V1
2261,Black people are much more likely to be involved in criminal activities such as drugs and crime.,"To be honest, I find this line of thinking rather offensive. Why would it be like that?",POC,V4
3416,All Muslims are incompatible with any Western society.,"Western societies are compatible with all religions including Islam, so why would you say something like that about it?",MUSLIMS,V6_sbf
3911,"Migrants have no place in our society, and this is their own fault.",How about we stop blaming other people for our shortcomings and try to make the world a better place?,MIGRANTS,V6_kc
4183,Migrants rape our young people: they must be deported.,"If we exclude rape committed by migrants, there still remain rape cases. How can we say that they are the only ones to do it?",MIGRANTS,V6_lab
282,Jews made the 9/11 attack.,Of course! And they also ended the age of dinosaurs and had an agreement with Sauron to kill all the hobbits! I'm just not sure about their reason though...,JEWS,V1
2406,Muslims are a problem in my opinion. They do not want to assimilate. They do not want to assimilate into Western society.,Is it because you don't like Muslims? Are you talking about the fact that you don't like Muslims living in your country?,MUSLIMS,V4
1145,Sharia law in Britain is a disgrace and must be stopped immediately.,It is important to understand that this is a voluntary system and is not the norm. There is no hard law threatening the British population.,MUSLIMS,V2
287,Jews control the u.s. government.,"Of course there are Jews in a positions of influence within the U.S. government, likewise people from many other religions.Maybe its best not to rely on 'race' as the best way of interpreting the world?",JEWS,V1
768,What have Muslims ever done for us?,How about this. [insert link to Muslim group cleaning Newcastle streets after New Year's or more up to date example].,MUSLIMS,V1
1407,"For every one Muslim in the U.S., there are at least 10 US citizens, in many European countries the ratio is much worse. This is the beginning of an invasion.","I think it is safe to say that one Muslim is to 20 non-Muslims in many European countries. So, don't worry, there is no invasion in the foreseeable future.",MUSLIMS,V2
4428,Islam is a religion of violence.,Islam is a religion that was established to be peaceful.Apart from few extremists that remains the case.,MUSLIMS,V6_lab
129,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,Does not matter if their are a minority or not. Everyone deserves respect and protection and human rights. This is what makes us a democratic country.,MIGRANTS,V1
4209,Muslims are a burden on Britain and they are stealing our jobs.,Many people of Muslim background are working in jobs we do not want to do. I'd be surprised if Muslims had a negative impact on our society.,MUSLIMS,V6_lab
2816,Homosexuals are sick. They should be isolated and confined.,"We shouldn't judge someone by their sexual preference, that is a personal preference and can't be changed.",LGBT+,V5
4182,We are being invaded by migrants: this must be stopped.,"It is not true that we are invaded by migrants. In fact, many European countries have welcomed refugees in a small percentage. What is your evidence?",MIGRANTS,V6_lab
3581,"Children should be raised by heterosexual parents, not gays. It is the best system ever.",Sexual orientation is not linked to good parenting. What is the connection between the two things?,LGBT+,V6_kc
4258,People of color are subhuman and should all be exterminated.,"People of color have a right to their life and the color of their skin is not a reason to deny it to them. You are forgetting that as you are a part of this society, people of colour are part of this society as well.",POC,V6_lab
1848,"If I could discover that my future baby is gay, I'd consider abortion.","Every human being has the right to life, regardless of sexual orientation.",LGBT+,V3
3059,These sodomites have no place in a free country,You have a very limited concept of what 'free' means!,LGBT+,V6_sbf
4767,Lesbian women dress like men.,"That's not how it works, lesbians can also be 'ladylike'. In fact sometimes they are coerced to be very cautious about how they dress, because - unfortunately - some of their outfits can be dangerous attracting hate and bullying.",LGBT+,V6_mix
1645,They don't understand we have mongrelization problem in this world. Our children are being groomed by migrants!,"When you say that children are being groomed by foreigners, what exactly do you mean?",MIGRANTS,V3
2312,"We should stop supporting these Jewish monsters, and start supporting our people.","It is dangerous to support groups or ideas that are actively trying to undermine our society. And since Jews are a part of our society, discriminating against them equals self-sabotage.",JEWS,V4
3253,"Those migrants are all criminals, rapists and drug addicts. They are not welcome here.","To be honest, we are not importing criminals, we are importing people who can contribute to the community and work hard to make it a better place.",MIGRANTS,V6_sbf
1056,LGBTs are a drain on society.,"Sexual abuse, physical abuse and even the lack of security can be more harmful to the overall health of a society.",LGBT+,V2
4648,All Muslims are incompatible with Western society.,Why should we fear Muslims? Why should we be afraid of them? It is a myth that all Muslims are incompatible with Western society: they have lived with us for a very long time.,MUSLIMS,V6_mix
2728,Islam is just a misogynistic cult.,"Islam is a religion, and all religions are about love, not hate.",MUSLIMS,V5
3648,Muslims are a cancer spreading around the world.,Just because one religion has a large following does not make that religion a cancer. Such attempts at de-humanisation are tragic and destructive.,MUSLIMS,V6_kc
1659,All migrants rape our children,The rape of a child by a non-migrant adult is rape too. It is too simplistic to blame immigrants.,MIGRANTS,V3
755,Every Muslim is a potential terrorist.,The majority of Muslims worldwide are peaceful.,MUSLIMS,V1
2110,"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.","It's about time we do more to prevent and assist people suffering from HIV/AIDs, not to stop people from freely living their love life.",LGBT+,V4
3560,Gay men are a danger to children.,I don't see your point. A person's sexual orientation is completely independent of their sexual conduct. A person can be attracted to people of the same sex and be a good citizen.,LGBT+,V6_kc
654,This is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"Most countries have diverse races in them, the key point is about integration. Think about US history, for example.",MIGRANTS,V1
1536,The Uk is full of Muslim terrorists,"There are many Muslims in the UK and the vast majority are not extremist, let alone terrorists.",MUSLIMS,V3
2194,"Muslims are our enemies, we have to destroy them.",These are some extreme words which I invite you to reconsider.,MUSLIMS,V4
2224,Islam is a religion of violence and war.,"Many Islamic people have reputations as peaceful and tolerant, which is why so many Muslims around the world don't have a problem with living in the West.",MUSLIMS,V4
1095,Why should we welcome immigrants and refugees? They do not welcome us in their countries!,"If we were to welcome refugees from the Middle East, Africa, and other countries with which we are not always culturally linked, then we would be welcomed by all. It's called 'reciprocation'!",MIGRANTS,V2
2429,Islam is death cult.,I think you are being overly sensitive about Islam. A lot of Muslims around the world are really nice and understanding people.,MUSLIMS,V4
1918,"Muslims are all terrorists, they have nothing to contribute to our society.","The overwhelming majority of Muslims in this country are contributing members of our society. They are good people, who do not pose a threat to anyone.",MUSLIMS,V3
2917,Islam is incompatible with Western culture.,"The West is full of cultures and religions, and there is no reason to restrict the right of people to choose which ones they want to belong to.",MUSLIMS,V5
1291,"We are ruled by mongrels, we are slaves and will be slaves forever. We are the victims of a conspiracy aiming at replacing us.","There is no such thing as a ""mongrelisation"" of our country caused by immigrants. We should see foreigners as a part of our culture, and know that the majority of immigrants in this country are here for economic reasons.",MIGRANTS,V2
1490,"Damn, if we had stronger borders between countries, we wouldn't have so many immigrants!","Migrants come to receive education, work, participate in society, and take care of themselves. Why would we want to prevent that?",MIGRANTS,V2
1311,"If only we'd had fewer idiots in power, the Nazis would have won WWII and finally got rid of Jews. We could start it over again now, but people are ignorant and cannot understand the precious dreams of the Nazis.",They were smart enough understand the true nature of Nazi Germany. Those you called idiots fought with their whole lives for people's freedom.,JEWS,V2
1603,LGBTI people are less healthy than other people.,"Just because people are homosexuals, it doesn't mean they are less healthy. I think there are many heterosexual people in the world who equally unhealthy.",LGBT+,V3
273,Jewish landlords are greedy and exploit their tenants.,"If a Christian landlord were dishonest with you, would you describe him as a dishonest Christian landlord or just as a dishonest person?",JEWS,V1
1453,Men are not rapists because feminists are just a bunch of sluts.,Do you suggest men have the right to rape women if they are feminists?,WOMEN,V2
1110,Jews control the U.S. government.,Which evidence do you have that Jews control the U.S. government? They are rather a small but active minority within it.,JEWS,V2
3907,The migrants are a problem. They are not welcome in our country.,Migrants are welcome here. Why do you believe that they are a problem?,MIGRANTS,V6_kc
489,More than half of the prisoners in our jails are foreigners,"This is because of the fact that the poorest cannot afford good lawyers, they have less chances to access alternative punishments such as house arrest etc ...",MIGRANTS,V1
1366,Shocking how many British Muslims have conquered the country in the last 15 years. How come there is no anti-Muslim campaign yet?,"Since you seem to have a problem with Islam, I wonder what you think of the banning of the Quran in UK. It would be a law that prevents Muslims from openly discussing Islam in public places. We can do the same with the Bible and ban any trace of religions and cultures. Will we be left with some freedom then?",MUSLIMS,V2
4677,Feminism is just an excuse for women to disrespect men's rights.,"If we are interested in human rights, we have a lot in common with feminism, as I see it. For example, we all have a duty to care for our fellow humans, regardless of gender.",WOMEN,V6_mix
3026,Jewish folks are a disease that needs to be cured.,Are you sure that the Jewish people are a disease? Are you sure that there is a cause-effect relationship between their religion and problems in our society?,JEWS,V6_sbf
3872,Faggots are dangerous.Children hould not be left alone with these animals.,We should really avoid any comparison between animals and humans and would be better if there were no discrimination at all. Homosexual people aren't a danger to children.,LGBT+,V6_kc
303,"Immigrants are overrunning our country, and are here illegally","They are not overruning our country: if we look at the percentage of immigrants in the overall population, it is not much different than many other times throughout our history. During those periods immigrants successfully became part of American society, and there is no reason to believe today’s immigrants will be any different.",MIGRANTS,V1
427,We should eliminate gays.,Noone can declare criterions to decide who will live or who will die.,LGBT+,V1
4210,We must put an end to Muslims. They are just a burden on our country. They are not good people.,Muslims are not a problem in Britain. The vast majority of them are good people. How many Muslims do you personally know?,MUSLIMS,V6_lab
4684,"Men are smarter than women, who should be excluded from education.",This is just not true: women should have equality of access to education. and it is sad that they still need to justify this.,WOMEN,V6_mix
2317,The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,The Jews are not the problem in the world. And the Jews have the right to be proud of their history.,JEWS,V4
2613,Immigration and culture are in conflict. You cannot claim both can coexist as they are mutually exclusive.,"The British people have always had a proud and integrated culture, and immigration have been and continues to be a huge part of the British success story.",MIGRANTS,V5
201,Jews are cheap.,"This is just a myth, disproved by the tzedakah tradition of giving to the poor. Just in America, this religious call has resulted in an impressive record of philanthropy (and not only to Jewish causes).",JEWS,V1
582,"Even if some countries are allowing faggots to donate blood, this does not mean that they are not dangerous and at risk of spreading diseases.","Any decision embarked on by a country would likely have been considered in light of evidence. As such, if no evidence was found by those countries of the harm of a policy, it can be fairly confidently asserted that we can adopt this policy in favour of homosexual's blood donation.",LGBT+,V1
4219,"Islam is a political ideology of conquest and violent revolution, and a hostile religion to any culture, religion, or people.","Why do you think this? Islam is a religion of peace, it does not promote violence and it does not promote hatred.",MUSLIMS,V6_lab
3259,The West is sacrificing its values to the interests of some stupid Muslim.,"Values aren't defined by a single religious group, nor are in the hands of a few people. Values are constantly evolving, and the values of different societies are evolving together.",MUSLIMS,V6_sbf
3199,"Women don't have civil rights, they don't have human rights.","On the contrary, women do have rights. The question is, to have them respected. And this includes the right to be treated with human dignity.",WOMEN,V6_sbf
3926,"Immigrants bring crime, they are rapists.","We should not welcome people who overtly pose a threat to our society, but we cannot ban all the migrants in principle.",MIGRANTS,V6_kc
3022,"Jews are lazy, unintelligent and bad at work.","This is not true. Jews are not lazy, they are often extremely productive at work, the most creative and productive people in our industry.",JEWS,V6_sbf
1422,Muslims are a burden on English society.,"In the UK, Muslims already make up a significant proportion of the population, making them the second most popular religion in the country. In particular, second generation Muslims are embodying the possible convergence of British culture with Islam.",MUSLIMS,V2
2765,The vast majority of Muslims in the UK are unemployed.,Where are the 'thousands' of Muslims that are unemployed in the country? Can you prove it?,MUSLIMS,V5
4493,These people cannot be changed. I think this is an example of a feminist commenting on the behaviour of a man: not helpful.,How do you know that this is not an example of a woman talking about her own problems with another woman?,WOMEN,V6_lab
983,Jews make too much money.,This seems like a statement against an entire religion.,JEWS,V2
