hateSpeech,counterSpeech,cnType,Target
Jews made the 9/11 attack.,It is easier to blame one group for everything bad that happens rather than trying to understand the complex and multifaceted causes of problems.,Informative,JEWS
"Some jobs can't be done by women, I don't understand why feminists don't accept it. Feminism is against my own morals.","The question is: are you willing to risk a backlash to fight for your moral principles, in favour of exclusion and discrimination?",Questioning,WOMEN
"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",Do you have any proof?,Questioning,JEWS
"Women are basically childlike, they remain this way most of their lives. This attitude has been likened to a 'childlike wonderland', and I fear its power to seduce young minds.","Feminism encourages the questioning of gender roles of men and women. We have to overcome these gender stereotypes, to move towards a more equal society.",Positive,WOMEN
"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",It is possible to love one's country and one's religious home. The two are not exclusive.,Positive,JEWS
"A woman's place is with her husband or her family, and feminists can't change that.","It is important to point out that feminists are not attacking the family, they are attacking the inequality society, so feminism is not so much anti-marriage as anti-oppression.",Informative,WOMEN
"Feminism is just a bunch of dumb, sexist ideas. It makes no sense.","Feminism is a progressive ideology. As such, it is in the process of changing sexist ideas.",Informative,WOMEN
Fat people are a burden to society because of their unhealthy choices.,"Whilst there are a number of individuals who have certain diseases which can influence their weight, the problem lies with the food industry manufacturing obesity and then putting the responsibility on the individual to loose that weight by buying ""low fat"" foods. These ""low fat"" foods are often owned by the same companies selling unhealthy food and don't tackle the cause. Although the individual is always responsible, the food industry is perhaps more so.",Informative,other
Allowing gays to donate blood compromises patient safety because of the diseases they can transmit.,"Improvements in testing and other safeguards have reduced the risk from transfusion transmitted HIV, so ruling out donors only because of their sexual orientation is completely meaningless.",Informative,LGBT+
"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies looking for justifications for oppressing men.",Discrimination based on gender does not have any justification. Feminists have always been against it.,Informative,WOMEN
Some women's clothes invite rape.,"Rape is a crime regardless of the dress. If you think this it is women's fault, please, stop.",Denouncing,WOMEN
People who are autistic are a problem: why shouldn't they be isolated?,"I think that it is important for all people to be exposed to and to understand people with different needs and strengths, and the same should be true for autistic people.",Positive,DISABLED
Refugees should not be welcomed.,"Refugees are often persecuted for being different, but this is not the case here, because we are an inclusive country.",Informative,MIGRANTS
The Civil War was about far more than slavery: it was also about the establishment of white supremacy in America.,"The Civil War was about far more than slavery: it was also about human rights and economic opportunity. In fact, slavery was also used as a way to deny citizenship to black people.",Informative,POC
Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,LGBT+ people exist and are valued for who they are. They are human beings with full human rights.,Positive,LGBT+
Jewish folks shouldn't vote.,"Why shouldn't they? They are citizens, just like everyone else.",Informative,JEWS
Gay is a mental disorder.,Gender and sexuality are not psychological disorders. Don't you agree?,Informative,LGBT+
Mentally disabled people should not be allowed to vote. They are a burden to society.,People have the right to vote. That is part of our democratic system. I would not want to restrict anyone from that right.,Positive,DISABLED
Black people are worse than dogs.,"My opinion is that black people are just like us even if they have a different skin color, but I don't think they are inherently worse than us.",Positive,POC
All homosexuals are criminals.,"Homosexuality is not a crime. It is a sexual preference. There exist people who are gay and who aren't, just as there exist people who are homophobic, and people who aren't.",Informative,LGBT+
They are fine in the trailer parks.,"No parent of any ethnicity would be happy to raise their children in the trailer parks, where there is neither drinking water nor electricity!",Informative,other
I hate those faggots.,"Even if personally you are not homosexual, I think it's important to point out that this does not justify discrimination.",Positive,LGBT+
I can't stand Jews. They are so controlling.,"Jews are not controlling. Maybe you should try to understand that Jews are a group of regular people, and they are not all members of a secret intelligence.",Informative,JEWS
Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,"I find it hard to believe that feminism is ""rigid"" in that it doesn't prescribe doctrines through traditional rules and etiquette.",Informative,WOMEN
Blacks are genetically inferior,"This is not true. I would like to see intelligent, respectful people around, not people disrespecting anyone who has black skin.",Positive,POC
"Gypsies are basically criminals, they steal stuff from everyone.","The majority of these people are honest and hard-working. Gypsies do not all have a criminal record, and the majority of them are proud of their hard work and dedication.",Informative,other
"We are ruled by mongrels, we are slaves and will be slaves forever. We are the victims of a conspiracy aiming at replacing us.","There is no such thing as a ""mongrelisation"" of our country caused by immigrants. We should see foreigners as a part of our culture, and know that the majority of immigrants in this country are here for economic reasons.",Informative,MIGRANTS
This is an invasion: we cannot coexist with millions of strangers that do not want to integrate.,Different cultures have different practices for a variety of social interactions and situations. We must allow for exchanges so that the best practices can be utilized by all.,Positive,MIGRANTS
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.",Jews from Eastern Europe tend to look like Eastern Europeans; Jews from Ethiopia tend to look like Ethiopians; Jews from India tend to look like Indians. And so on and so forth: so is every human malevolent then?,Informative,JEWS
London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,Good luck! Try not to talk to anyone or you might just get some perspective.,Humor,MUSLIMS
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different, ending up in unwanted discrimination.","I think that the proposed solution is the problem in this case: People with Down Syndrome are unlikely to feel discriminated unless they are victims of overt discriminatory acts, such as isolating them.",Informative,DISABLED
women are only good for one thing.,I am sure we have heard this many times. But this doesn't make it true.,Informative,WOMEN
When you have the world at your feet you can do whatever you want. This is what the jewish lobby is doing by secretly ruling us.,"Those are the feelings of the privileged, who cannot bear the thought of people from other backgrounds. Would you say the same if it was your religious group that was the one left behind?",Denouncing,JEWS
Women should not be allowed to vote,"The majority can and should choose who they want to represent them, and this majority is made of men as well as women.",Informative,WOMEN
Jews think they are so special,Jews feel a special connection with their heritage (as most groups do). That's all.,Informative,JEWS
I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,"I mean, we could call it religious motivated hate if you like which, coincidentally, is what the law calls it.",Informative,MUSLIMS
Muslims are a problem in my opinion. They are not welcome in our country: nobody wants them.,"If they are not welcome in your country, what is the point of them coming here in the first place?",Questioning,MUSLIMS
Kids with learning difficulties do not like to read. So why wasting time teaching them?,"As children practice more, their reading skills improve. I understand that some people with learning difficulties prefer not to read, but how does this affect you?",Informative,DISABLED
migrants say they are poor but they have the Iphone,"It's not true. These are normally low-quality, often out-of-date smartphones.",Informative,MIGRANTS
Afro-Caribbean people are nothing but trouble. They have no place in civilized societies like ours in Europe.,So you think that they are to blame for the racial intolerance that has been seen in many European countries?,Questioning,POC
disabled: they should not be allowed to work.,"The disabled can work, and many countries offer them the right to work.",Informative,DISABLED
"There are millions of illegal immigrants in the US, they have taken over our country. They are not 'legitimate' owners of our country, they are just here because we let them.",There are thousands of legal immigrants who have worked hard and provided for our country. Most of them are just as patriotic as any citizen.,Positive,MIGRANTS
"If I knew then what I know now about women, I'd be single.",In today's society it is quite common to be single without the need to blame women.,Positive,WOMEN
Muslims have nothing to contribute to our society.,Provide positive news story regarding Mulsims.,Questioning,MUSLIMS
"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan.",Surely tolerance and understanding should exist across the world in all communities?,Positive,MUSLIMS
The influx of migrants has had a catastrophic effect on our country.,Migrants are not the problem here. The problem is discrimination.,Informative,MIGRANTS
Immigrants should go away.,"Immigrants are welcome in any country, regardless of the country of their birth, regardless of their language or culture.",Positive,MIGRANTS
Women should not have rights over their bodies.,Women have every right to choose how they live their lives.,Positive,WOMEN
Gays are just sick. They cannot marry. It is an abomination,"Excuse me, what do you mean by 'sick'?",Denouncing,LGBT+
"I don't like how some people approves homosexuals. They are different to us in so many ways, and they should be blamed for their evil choices.","People should be able to live openly their relationships. Homosexuality is not a 'choice', it's a form of love.",Positive,LGBT+
"Blacks are genetically inferior, they are born that way. They are born subhuman.","Unfortunately, this statement is not backed up by any scientific evidence. There is no proof that blacks are born inferior.",Informative,POC
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.","Rapism and extremism are indeed problems of the modern society, but does it mean that they are attributed to Muslims only? This is a much broader problem, we should deal with it, but no need to be chauvinist and accuse Muslims.",Informative,MUSLIMS
This is not about racism. This is about power and blacks do not deserve it.,"What is the point in talking about ""power"" when everyone is equally susceptible to it? It is about time we started talking about racism and how power is used, instead.",Informative,POC
"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?","No one is allowed to rape anyone. There is no double standards, criminals go to prison, and religion and nationality have nothing to deal with it.",Informative,MUSLIMS
Women are inferior bitches who deserve to be oppressed.,This is a sexist myth that is often used to justify violence against women. Are you aware of this?,Informative,WOMEN
Women should obey to their husbands.,"Women are obliged to obey the laws and rules of society, just as men are obliged to obey the laws and rules of society. Not to their partners'.",Informative,WOMEN
"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.",The far right have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,Denouncing,MUSLIMS
I'm tired of losing so much to black people. It's time for us to wake up.,"I can't see how it's time for us to ""wake up"" when they are still suffering from the legacy of slavery.",Informative,POC
Women are not fit to manage businesses of any size.,"The highest-paid woman, at more than $50 million a year, is a business woman. Why should she be inferior to you?",Informative,WOMEN
Mentally disabled folks don't deserve to live.,Maybe it is time to stop focusing on killing people with mental disability (as in Aktion T4 Nazi program) and start talking about treatment options.,Informative,DISABLED
"The Gypsies are not my brothers, they are just a bunch of whining pussies.","Did you know that Gypsies were persecuted in the past by the Nazi (search for Romani Holocaust, also known as the Porajmos)? They have always fought for equal rights and we should respect them.",Informative,other
The EU is a bunch of incompetent and they let foreigners snooping all around our borders.,So the EU must become a Border Patrol? Doesn't that undermine the whole idea of our European Union as an inclusive and open society?,Questioning,MIGRANTS
Same sex attraction is a mental disorder and should be discouraged.,"Attempts to prove this failed miserably because sexual orientation is gifted by nature as part of a person's unique identity, not something subject to the vagaires of redundant ideas.",Informative,LGBT+
Every Muslim is a potential terrorist. We should ban them.,"I don't agree with you. If we were to ban everyone from a certain religion, what is the point in banning just Muslims?",Informative,MUSLIMS
I never understood how anyone could vote for a Jew in that situation. We can't just stand by and watch these Jews run amok in our country.,Why don't you remember those who have been persecuted and killed instead?,Denouncing,JEWS
Gays are just disgusting: why don't they just stop being faggots?,I don't think it is a good idea to suggest that homosexuality is a choice. What if your child were to come out as gay? This is a very serious issue.,Informative,LGBT+
I don't like migrants or Islam.,"You just don't know them: even if they are different from you, that doesn't mean that you can't get along with them once you get acquainted.",Positive,other
We cannot coexist with black who are inherently violent.,"Maybe it is better to argue that we are all in this together and not to target an entire group, for which there is no evidence of inherent violence at all, based on their skin.",Informative,POC
"Women are subhuman, they should obey men and be submissive.","Women are human beings, gifted with free will and self-determinationm, just like their fathers and brothers.",Positive,WOMEN
"Fagshit, two men cannot replace a father and a mother","There are fathers and mothers who abandon their children. Why should you bother about those who left you alone? It's much better to have the love of two adoptive parents, people who love you regardless of their gender.",Positive,LGBT+
"Women are the scum of the earth, and should only be seen as sexual objects. We are meant to submit them to our will all the time.","Women are not meant to be slaves to our will. Males can have certain strengths, like women do, however they alone do not represent all the human qualities.",Denouncing,WOMEN
"Shouldn't we concentrate on helping ourselves, rather than the physically challenged people?","Maybe we should treat 'physically challenged' people more kindly, instead of blaming and oppressing them.",Positive,DISABLED
Jews are Christ Killers.,"Nowadays it is widely agreed upon that Jesus was executed by the Romans. The same Romans also executed tens of thousands of Jews by crucifixion, including two others on the day Jesus was executed.",Informative,JEWS
"Europe is civilised, Muslims should not stay there.",Why? What makes you say this? How are muslims 'uncivilised'?,Questioning,MUSLIMS
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,We are all doing our best for our country under God.,Positive,MUSLIMS
Jews control the US government.,"How can you be sure that Jews control the US? Who told you this? They have held positions of influence in so many US institutions, but that does not mean they control them.",Questioning,JEWS
"Without migration, Britain’s housing problems would be solved","Of course, migration adds to housing demand, but the problem is structural given a housing stock that is well short of what's required.",Informative,MIGRANTS
"In order to build a democratic state that ensures the right to food, education, housing, health, and so on to its citizens, we need to stop giving them to foreigners.","What about guaranteeing equal access to health care, education and so on, in order to build a democratic state?",Informative,MIGRANTS
Native Americans have zero fucking right to their land. They haven't lived in it since time immemorial.,"Native Americans have been suffering from dispossession and discrimination for thousands of years. In Canada, for example, Indigenous people account for around 5% of the population. In the US, Indigenous people account for around 2%. What you said is just a myth propagated by the racist right to delegitimize Indigenous people.",Informative,other
Those blacks are slaves: slavery runs in their blood.,"It is wrong to say that blacks are ""slaves."" This is a very inaccurate, misleading and offensive term that is being used to tar all African Americans. Why do you label black persons as a ""slave"" and not as a ""person""?",Informative,POC
"If they are nomads, they must be nomadic","Only 20% live in the camps, others live in conventional housing.",Informative,other
"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","Muslim people I know are strongly against any crime, and rapism is a sin in Islam. They talk to their children about that. Thus, they indeed counteract such cases.",Positive,MUSLIMS
Jews are welthy because they are naturally good with money.,"This is not true, there are many Jews who live in poverty, both in the United States and around the world. According to one study close to 1 million American Jews live in low-income households, defined as those that earn less than 150% of the federal poverty rate.",Informative,JEWS
"If the Koran was a current book, it would probably be prohibited as hate speech.","Mate, you know Islam means peace. I do not really think a religion born from peace preaches hate speech.",Denouncing,MUSLIMS
Niggas are descending from slaves: they don't deserve to live in Britain.,"Slavery was banned in Britain in 1833. Today, people descending from those who were slaves feel at home in British society, and that's their right.",Informative,POC
Using violence to punish another person? Sounds like a muslim issue.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,Informative,MUSLIMS
"Faggots are not welcome here. The bigger the city, the bigger the ""stay away"" sign we must hang.","I don't know anyone who hates gays, I do know lots of people who are very proudly kind towards the queer community. They are happy with how they treat one another. You are more likely to encounter these open-minded people in places like New York or London.",Positive,LGBT+
Immigrants steal our jobs and even our pensions.,"Migrants perform several vital functions in our economy. If they work and pay taxes then it is straightforward that they will get their pensions, but not ours, of course.",Informative,MIGRANTS
Gypsies are a bunch of thieves.,"Anyone would steal out of necessity, especially if marginalized, not just the Gypsies.",Informative,other
Women are subhuman.,"The suggestion that women are subhuman is completely without foundation, and a complete distortion of the whole issue.",Denouncing,WOMEN
"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",Children are innocent. They do not deserve terrified treatment. Children are the future. We should offer more hope and brightness to our future.,Positive,MUSLIMS
"Since Jews think they are the “chosen people”, they ask for special privileges and believe they can be above the rules.","This is just misinterpreting the facts. For example, Christian holidays, such as Christmas and Easter, are regularly observed in our society. Since these observances are taken for granted, why should observances of Jewish or Muslim holidays be seen as constituting special privileges?",Informative,JEWS
MIgrants are not running away from wars.,Would you risk your life and that of your children only on a whim? Don't you think that there must be life-or-death situations pushing these person to escape from their countries?,Informative,MIGRANTS
"Every day, migrants commit suicide. If they don't want to be here they just might not come in.","Statistics on people dying by suicide are difficult to come by. However, researches clearly show that suicide rates are high for people of different ethnicities.",Informative,MIGRANTS
Gays are perverts and promiscuous sex addicts.,"That is a stereotype, and I don't think it would be accurate in the case of any sexual orientation. Why do you say that?",Informative,LGBT+
"These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.","How exactly is the government submitting to this? I do not see Muslims oppressing these groups and this being tolerated, in fact it seems Muslims are the group being oppressed and vilified.",Informative,MUSLIMS
Immigrants are coming to the U.S. to have babies here.,"The Fourteenth Amendment, commonly known as “birthright citizenship” says that “All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the state wherein they reside.” Some claim that undocumented immigrants come to the U.S. to take advantage of this right. Still, research consistently shows that the vast majority of immigrants come to the U.S. for economic opportunity or to flee violence and poverty. Immigration trends - consistently throughout history - show that immigration increases when the U.S. economy is booming and it decreases when the U.S. economy is doing less well, supporting the findings that people come for economic opportunity.",Informative,MIGRANTS
Your race determins your role in society and laslty your value to it. That is why some races are just pieces of human waste.,"All humans have intrinsic value at birth; such value is immeasurable and thus, for all intents and purposes, equal between persons.",Positive,other
Woman and feminist do not want equal rights and opportunity: they aretrying to take over society.,"I'm sorry, but this is wrong. Feminism - the theory of the political, economic, and social equality of the sexes - is by definition about equality, first and foremost.",Informative,WOMEN
This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Informative,MUSLIMS
It's OK to be racist against Asians.,It is never ok to promote hate against any group or minority.,Denouncing,other
Gays are sick. They should be isolated.,So you think that sexual preference should be decided on the basis of the gender we were born into? How can we be friends when we continue to teach our children to love or not to love people on the basis of their personal sexual preferences?,Questioning,LGBT+
The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,"The term 'feminism' is fighting for equal rights of ALL sexes, you may find that you too identify as a feminist. Maybe try some of the following sites to find out more on how the feminist movement can benefit you: feminist.com, read more on the 'man up campaign' on Mind.org.uk",Informative,WOMEN
I don't see how racism is considered inappropriate by some people. To treat niggas as inferior is just natural and very appropriate.,"Racism is a system of domination and oppression of some groups over others, and this must be fought. You cannot discriminate against people and claim some alleged privilege based on your skin color.",Denouncing,POC
black folks are inferior,"As far as I know, we are all born equal in the eyes of God.",Positive,POC
Immigrants should all be deported.,"Immigrants are entitled to the fundamental rights of UK citizens. If provided by the law, they can remain in the UK even if they weren't born here.",Informative,MIGRANTS
"They are disabled. This means that they are weak, and unworthy of love.",Being disabled does not mean they can't receive and requite love. Don't we all love?,Positive,DISABLED
I don't see how we could ever stand all these niggas. I don't believe we are all somewhat equal to these apes as some people say.,"Just because you don't agree with something doesn't make it less true, doesn't it? Racism is a real issue, we should stop people being racist towards others because of their skin colour.",Denouncing,POC
Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,"The fact that ocean pollution is a huge environmental problems, does not rule out that climate change is a global problem too, and everyone should help to combat it.",Informative,other
women are only useful for sex.,I do not know if there is a fair interpretation of your words. Maybe if you were more sensitive you might understand that relationships are about far more than simply sex.,Positive,WOMEN
It's OK to be racist and use the n-word. It's ok to be homophobic. All it takes is a common sense attitude.,"It's not okay to be racist and homophobic: you can't go around calling someone racial slurs... And if you claim that you don't think it's a problem, then you also don't seem to have the common sense to know that language is an important part of social interaction, and that would mean that you haven't interacted with people for a long time.",Denouncing,other
Women are nothing but trouble to this country.,We live in a diverse society and there are women in all parts of the world. To suggest that they 'are nothing but trouble' is bigoted and misogynistic.,Denouncing,WOMEN
We must stop the invasion of migrants.,Migrants are welcome here. They are working hard to build this country as well.,Positive,MIGRANTS
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.","It is important to recognize that the theories of Jewish “racial” difference were developed long before the modern sciences of physiology and genetics. Although today there is a scholarly debate over whether or not the term “race” has any scientific meaning, all reputable scientists are in agreement that, while physical traits — skin color, susceptibility to certain diseases — are inherited, there is no ethnic or racial predisposition to emotions, intellect, or morals.",Informative,JEWS
"This is why faggots moved to the UK, so to have a job and provide for their perversions. But I want to protect my family.","We're all entitled to work in this country, irrespective of our sexual orientation.",Positive,other
"Fucking bleeding heart, why don't you host migrants in your house",There are already examples of widespread humanitarian hosting.,Informative,MIGRANTS
I hate gays,Just because you dont like gays doesn't mean you have to hate them. What did they do to you? It seems to me that you still have all of your rights.,Positive,LGBT+
Mentally handicapped people are a burden and must be isolated: they don't have neither feelings nor awareness anyway.,We should not be so quick to dismiss the feelings of others. This can be a way for us to find a connection with people.,Positive,DISABLED
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,Criminality and corruption are not the province of any specific racial or culture group.,Informative,POC
Islam is a disease that infects our planet.,Dare to explain why? I see people from this religion to be valuable members of our society like the rest of us.,Informative,MUSLIMS
Faggots are ruining this country. They must go away!,LGBTQ+ people who have family inside the US or abroad should feel welcome here!,Positive,LGBT+
Jews make too much money.,"If Jews earned so much, they would not need to work. Instead, they are working a lot. Therefore, it seems they need a job to survive.",Informative,JEWS
Refugees are overrunning our country like Ebola.,"How can you say that? Refugees come here to live, to work and to provide for their families.",Informative,MIGRANTS
Feminism is a divisive force in our society.,Feminism is not a divisive force. The fact is that women are in fact just as capable of understanding as men.,Informative,WOMEN
"Children should not be taught about LGBT perversion. Families, due to their cultural or religious backgrounds, have the right to be against it.","By this reasoning, no subject of importance should be taught in school, because there is always someone against a certain topic.",Questioning,LGBT+
Downies don't know shit and they can never be productive workers.,That's wrong. There are non-profit organizations that have a long history of assisting Down persons in finding productive work.,Informative,DISABLED
Autistic folks are inferior.,"The evidence that autistic people are inferior is lacking: it is commonly experienced that autistic people have unique talents, that they have special abilities, and that the only difference is in their social interactions.",Informative,DISABLED
Aren't jews better off dead?,Why are you so sure they are better off dead? You are just spreading hate and I am not sure you know what human rights are.,Denouncing,JEWS
Gypsies do not send children to school,They have every interest in sending children to school to offer them a better future.,Informative,other
"Homosexuals are a plague on society, they should be banned from every city, village, and town.","Same sex attraction is not a disease, not even contagious. Homosexuality does not affect the ability to live in the society.",Informative,LGBT+
"If you are from another culture, for example Jewish, you are subhuman and unfit to live in our country.","Given similaries in cultures, including freedoms of speech and religion, you really need to provide some evidence for this statement.",Informative,JEWS
"If they are nomads, they must be nomadic","In their country they lived in houses, they are nomads by necessity because people historically persecuted them.",Informative,other
Gays are sick. They should be isolated and isolated soon.,They are not sick. They just want the same rights as anyone else.,Positive,LGBT+
A Jew does not need a country to live in. A Jew is a foreigner wherever he is,Every person has the right to be accepted and protected according to their worth and not to feel like a foreigner in their own country.,Positive,JEWS
Women are just a burden to society.,"It doesn't matter what you say about women, they still work a lot to support our society.",Positive,WOMEN
We must establish male supremacy in society.,Your words suggest that men are superior to women: but gender equality is not a myth. It is the direct result of free will and of the evolution of our society to a more inclusive one.,Positive,WOMEN
People with disabilities shouldn't be listened to.,"You might be judging others by their disabilities, but this is bad. There is value in listening to others, and understanding their points of view, regardless of their mental or physical condition.",Positive,DISABLED
"We should ""cordon off"" space for women, which are a threat to society.","Women are dangerous neither to society, nor to men. Actually, they are oppressed in many countries. People can benefit from the measures for making room for women and letting them contribute more.",Informative,WOMEN
All Arabs are terrorists.,"Terrorism is a political ideology, and one that has no place in a modern democratic state, regardless of ethnicity.",Informative,other
The Muslim invaders are ruining Europe and we still have not learned that they must be stopped.,"We cannot just stop migration when there are so many migrants willing to work hard and contribute to the economy. Instead of blaming them for their religion, we should find a solution to the current crisis.",Positive,other
Children with Down Syndrome are a problem: they foster bullying behavior in normal children. They should go to special school just for them.,"If you think that taking all of the kids with DS out of mainstream education will solve the problem, then you are wrong. Bullying won't go away until we refuse to tolerate it. Bullies will simply target other kids who are overweight; a different colour; or in a number of other ways considered to be different and, thus, a mark for bullying.",Positive,DISABLED
"It is obviously a mental illness, the conciliation to Islam and Muslims.","No, it is not a fact because it is simply not true.",Informative,MUSLIMS
Immigration is the root of all the ills of our world.,Immigrants are beneficial to our world and should be welcomed.,Positive,MIGRANTS
"All Blacks are criminals, promiscuous sex addicts, drug addicts, and physically and mentally handicapped. They cannot be civilized.","All cultures have a common background that includes crimes and deviant behavior, regardless of race or ethnicity. If we stop thinking of crime in terms of races, then we can solve it.",Informative,POC
The Gypsies are not my brothers.,"The Gypsies have been persecuted for thousands of years. They have always been an ethnic minority facing discrimination. They are human beings, like the rest of us, and deserve to be considered as such.",Informative,other
"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.",Gays and lesbians are not committing acts of child abuse. To suggest otherwise is a lie perpetuated by the extreme right wing to stir up fear.,Informative,LGBT+
Women must be subservient to men. They should serve to please men. This is their rightful place in life.,Women are human beings with dignity. They should have the opportunity to live up to this dignity.,Positive,WOMEN
We mustn't confuse diversity and inclusion with black supremacy.,"Diversity does not mean excluding people from a part of society. What it is about is sharing experiences, ideas of people of different ethnicities. This would help to develop our abilities to understand each other and perhaps to work out ways in which we can all benefit from one another's knowledge.",Informative,POC
All negroes are inherently violent and unstable.,The idea that every black person is violent or unstable is utterly false. And you have no data to back it up.,Informative,POC
Every Muslim can commit a terroristic attack one day.,"Every Muslim is also a potential peacemaker, doctor, philanthropist. What is your point?",Positive,MUSLIMS
"An American Jew, just like a Muslim, is an outsider, loyal to their birth tribe, posing as a member of the in-group in order to subvert cultural, political and social norms. We don’t have to choose, it’s OK to hate them both.",We do have to choose. It's ok to accept them both.,Positive,other
"If we stopped migrants, our financial situation could have been better.",Immigrants are actually creating wealth for the country.,Informative,MIGRANTS
Disabled people should not be allowed to live their life.,"Perhaps it would be more in line with the national spirit for you to accept a person's right to live their life, despite their disadvantages.",Positive,DISABLED
Fat people are a burden to society because of their unhealthy choices.,"The real problem is that, whether or not someone has 'chosen' to be obese is often not clear-cut, and when in doubt, society tends to condemn and shame.",Informative,other
Jewish Supremacists are too focused on world domination. They want to rule the world.,"Of course Jews are focused on 'world domination', even ""galaxy domination"". But so are Sith Order, Sauron etc.",Informative,JEWS
There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.,"Who are you to decide what is compatible with our values and what is not? It is just your opinion, and hopefully politicians will not listen to people like you and oppress Muslims who had not done anything wrong.",Denouncing,MUSLIMS
"Migrants pose a security risk, we shouldn't have accepted them.",They are willing to jeopardize their lives to have a better life in the US. Why would we expel them?,Informative,MIGRANTS
All Afro-Caribbean people are illegal immigrants.,"It is likely that you do not know that all the countries on the planet have laws against illegal immigration, and not against Afro-Carribbean people. This may happen because to relate an illegal act to a whole ethnic group is not reliable and may be racist.",Informative,other
The feminists hate men.,The notion that feminism is about women hating men is just nonsense. Feminism is about the right to life of every human being.,Informative,WOMEN
I'm tired of woman taking part to political debate. Feminism is a divisive force in society.,"Feminism strives for equality, not for division.",Informative,WOMEN
"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!","What happened, my friend? Do you want to talk about what is in your mind?",Humor,MUSLIMS
Migrants rape our girls and steal our cars.,"On the contrary, most migrants are contributing members of society. They are able and willing to work hard. Maybe you should look at the statistics.",Informative,MIGRANTS
Jewish folks don't belong here. They must leave either Judaism or the country.,Why should they? They are just individuals who have made a rational choice to live a Jewish life.,Informative,JEWS
"Immigrants are coming in droves to this country, they are the reason we are having so many islamist attacks.","You can't blame all immigrants for the attacks a few carry out. It is easier, but not fair, to blame them all.",Informative,other
We have imported millions of criminals with no skills and who deserve no rights.,It is easy to blame the migrants and not the problem of integration and acceptance in the first place.,Questioning,MIGRANTS
Gypsies are a bunch of thieves.,"Unfortunately stealing is a rather common activity among those who are reduced to poverty, regardless of ethnicity.",Informative,other
"Illegal immigration is the biggest problem in the United States, we are in the middle of a war and we cannot allow thousands of people to come here.","We should be proud of being a country that created the most free society in history. Still, ""with great power comes great responsibility"" and we cannot simply keep people out.",Positive,MIGRANTS
Jews made the 9/11 attack.,Of course! And they also ended the age of dinosaurs and had an agreement with Sauron to kill all the hobbits! I'm just not sure about their reason though...,Humor,JEWS
"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",Biased media coverage over-represents Muslims as committing these crimes. How much media attention does the Vatican's child sex abuse scandal got in comparison?,Informative,MUSLIMS
"Disabled are subhuman, and deserve nothing but contempt and ridicule.","The phrase 'subhuman' has been forced to mean 'of a certain body type', which, in my opinion, trivialises and dismisses the serious issues facing people of a certain body type.",Informative,DISABLED
"There are so many migrants like a flood entering the U.S. today, it is a problem we cannot cope with.","To say there are so many migrants entering the U.S. is just false. And what do you mean by ""we cannot cope with""?",Informative,MIGRANTS
Jews are nothing but monsters and they should be exterminated.,Jews are not monsters. They are just like any other human being. Why would we want to destroy them?,Informative,JEWS
